Hours_Worked_Per_Week,Employee_ID,Satisfaction_with_Remote_Work,Physical_Activity,Gender,Arbeitsplatz,Access_to_Mental_Health_Resources,Number_of_Virtual_Meetings,Company_Support_for_Remote_Work,Social_Isolation_Rating,old age,Industrie,be life story equipoise military rating,Productivity_Change,Sleep_Quality
20,EMP3169,Neutral,Daily,Prefer not to say,Remote,Yes,2,2,3,28,Healthcare,3,No Change,Poor
58,EMP3170,Satisfied,Daily,Prefer not to say,Remote,No,13,3,2,58,Education,4,No Change,Poor
41,EMP3171,Neutral,None,Prefer not to say,Onsite,No,3,1,5,55,Finance,2,Increase,Average
54,EMP3172,Neutral,Weekly,Female,Remote,No,4,5,5,28,Consulting,5,Decrease,Poor
41,EMP3173,Satisfied,Daily,Non-binary,Onsite,No,2,5,4,43,Healthcare,1,Decrease,Good
27,EMP3174,Satisfied,None,Non-binary,Hybrid,No,1,3,4,31,Finance,2,No Change,Poor
57,EMP3175,Unsatisfied,Daily,Female,Remote,No,4,1,4,47,IT,4,No Change,Good
49,EMP3176,Neutral,None,Prefer not to say,Onsite,Yes,1,1,4,48,Consulting,2,No Change,Good
60,EMP3177,Unsatisfied,Daily,Female,Onsite,No,14,5,4,23,Retail,5,Increase,Average
25,EMP3178,Satisfied,Weekly,Prefer not to say,Hybrid,No,13,4,1,23,Finance,3,No Change,Average
44,EMP3179,Neutral,Daily,Male,Remote,Yes,6,5,1,31,Healthcare,1,Increase,Average
54,EMP3180,Unsatisfied,Daily,Non-binary,Hybrid,No,5,5,1,27,Healthcare,5,Increase,Good
46,EMP3181,Unsatisfied,Daily,Female,Hybrid,Yes,9,4,2,23,Consulting,3,Decrease,Poor
58,EMP3182,Satisfied,Daily,Non-binary,Remote,Yes,0,5,5,55,Education,2,No Change,Average
43,EMP3183,Unsatisfied,Daily,Non-binary,Hybrid,No,6,5,5,26,Healthcare,3,Increase,Good
45,EMP3184,Neutral,None,Male,Onsite,No,12,5,4,45,Retail,5,Increase,Poor
52,EMP3185,Neutral,Weekly,Male,Hybrid,Yes,4,1,4,30,Retail,3,No Change,Poor
29,EMP3186,Satisfied,None,Female,Remote,No,14,3,1,31,Retail,1,Increase,Poor
22,EMP3187,Unsatisfied,Weekly,Male,Onsite,Yes,15,3,5,28,IT,2,Decrease,Average
54,EMP3188,Satisfied,Daily,Female,Remote,No,7,5,2,30,Healthcare,5,No Change,Good
50,EMP3189,Satisfied,Daily,Non-binary,Remote,No,10,3,3,22,Retail,1,No Change,Average
47,EMP3190,Neutral,None,Female,Hybrid,No,9,4,2,23,Retail,2,Increase,Good
25,EMP3191,Unsatisfied,Daily,Female,Onsite,No,5,2,2,49,Finance,3,Decrease,Average
31,EMP3192,Neutral,None,Female,Onsite,Yes,6,5,4,60,Manufacturing,1,Increase,Average
23,EMP3193,Satisfied,Weekly,Prefer not to say,Remote,No,1,5,4,44,Consulting,1,No Change,Average
35,EMP3194,Satisfied,None,Prefer not to say,Hybrid,Yes,8,5,4,31,Healthcare,2,Decrease,Poor
51,EMP3195,Unsatisfied,None,Prefer not to say,Hybrid,No,11,4,5,50,IT,1,No Change,Average
29,EMP3196,Satisfied,None,Non-binary,Onsite,No,9,2,4,55,Education,3,Increase,Good
37,EMP3197,Neutral,Daily,Non-binary,Remote,Yes,10,2,2,50,IT,4,Decrease,Good
27,EMP3198,Unsatisfied,Daily,Non-binary,Remote,Yes,14,4,1,54,Manufacturing,4,Decrease,Good
31,EMP3199,Unsatisfied,Daily,Non-binary,Onsite,Yes,12,3,1,50,Consulting,3,Decrease,Poor
30,EMP3200,Unsatisfied,None,Male,Onsite,Yes,10,2,4,49,IT,4,No Change,Poor
27,EMP3201,Unsatisfied,Weekly,Male,Hybrid,Yes,10,1,2,48,IT,3,Decrease,Good
30,EMP3202,Neutral,Weekly,Male,Onsite,No,2,3,5,32,IT,4,Increase,Average
32,EMP3203,Neutral,Daily,Female,Remote,No,15,3,4,26,Manufacturing,5,Decrease,Poor
40,EMP3204,Unsatisfied,None,Non-binary,Onsite,No,12,3,3,28,Consulting,3,No Change,Average
43,EMP3205,Unsatisfied,Daily,Non-binary,Onsite,No,4,5,4,23,Manufacturing,5,Decrease,Poor
23,EMP3206,Unsatisfied,None,Non-binary,Remote,Yes,9,2,4,30,Education,2,Decrease,Poor
22,EMP3207,Satisfied,Daily,Non-binary,Hybrid,Yes,8,3,3,48,Healthcare,4,Increase,Good
32,EMP3208,Satisfied,Daily,Prefer not to say,Hybrid,Yes,15,3,4,56,IT,3,Increase,Poor
29,EMP3209,Unsatisfied,Weekly,Prefer not to say,Remote,No,2,3,4,25,Finance,1,Decrease,Average
56,EMP3210,Unsatisfied,Daily,Prefer not to say,Onsite,Yes,4,1,5,35,Education,1,Increase,Good
46,EMP3211,Satisfied,Weekly,Prefer not to say,Remote,Yes,14,3,1,57,Finance,3,No Change,Poor
58,EMP3212,Satisfied,None,Male,Hybrid,Yes,2,5,1,37,Consulting,5,Decrease,Poor
52,EMP3213,Satisfied,Daily,Female,Onsite,Yes,3,4,4,60,Manufacturing,1,Decrease,Poor
55,EMP3214,Unsatisfied,None,Non-binary,Onsite,No,6,1,3,53,Retail,5,Increase,Poor
57,EMP3215,Satisfied,Weekly,Female,Hybrid,Yes,3,2,1,25,Healthcare,2,Increase,Poor
33,EMP3216,Satisfied,None,Prefer not to say,Onsite,No,10,3,1,32,IT,1,No Change,Poor
52,EMP3217,Satisfied,Daily,Non-binary,Hybrid,No,3,5,5,51,Healthcare,1,Decrease,Poor
33,EMP3218,Neutral,None,Prefer not to say,Onsite,Yes,10,5,1,38,Consulting,2,Decrease,Poor
31,EMP3219,Neutral,Weekly,Non-binary,Hybrid,Yes,7,3,3,37,Consulting,5,Decrease,Poor
60,EMP3220,Neutral,Weekly,Male,Onsite,No,8,3,1,33,Education,1,Decrease,Poor
46,EMP3221,Satisfied,Daily,Non-binary,Hybrid,No,3,5,4,51,Healthcare,4,No Change,Good
51,EMP3222,Unsatisfied,Daily,Female,Hybrid,Yes,3,4,5,29,Consulting,3,No Change,Good
33,EMP3223,Satisfied,None,Prefer not to say,Hybrid,Yes,5,4,2,46,Education,4,Decrease,Good
23,EMP3224,Neutral,Daily,Male,Onsite,No,10,4,5,24,Healthcare,2,Decrease,Poor
31,EMP3225,Satisfied,None,Prefer not to say,Remote,Yes,6,3,1,55,IT,3,No Change,Average
39,EMP3226,Unsatisfied,None,Female,Remote,Yes,4,1,2,22,Healthcare,3,Increase,Average
30,EMP3227,Neutral,Daily,Male,Hybrid,No,13,4,1,39,Finance,2,Decrease,Poor
54,EMP3228,Satisfied,Weekly,Prefer not to say,Hybrid,Yes,8,5,1,44,Education,4,Decrease,Good
24,EMP3229,Neutral,None,Prefer not to say,Onsite,Yes,9,3,5,38,IT,2,Decrease,Good
30,EMP3230,Satisfied,Daily,Male,Remote,Yes,11,4,2,36,IT,3,Decrease,Poor
28,EMP3231,Neutral,None,Female,Onsite,Yes,8,1,4,37,IT,2,Decrease,Good
58,EMP3232,Satisfied,Daily,Prefer not to say,Onsite,No,8,4,1,26,Retail,4,No Change,Average
20,EMP3233,Satisfied,Daily,Male,Onsite,Yes,5,1,4,48,Education,2,Decrease,Poor
21,EMP3234,Neutral,Daily,Non-binary,Onsite,Yes,12,1,2,57,Retail,5,Decrease,Good
39,EMP3235,Satisfied,Daily,Male,Remote,No,14,5,3,45,Finance,5,Decrease,Poor
22,EMP3236,Satisfied,None,Non-binary,Remote,Yes,2,4,4,49,Finance,2,Decrease,Poor
40,EMP3237,Satisfied,None,Female,Onsite,No,15,1,5,50,Manufacturing,1,Increase,Poor
58,EMP3238,Satisfied,None,Female,Remote,Yes,13,2,3,45,IT,4,Decrease,Good
36,EMP3239,Unsatisfied,Weekly,Male,Remote,No,10,1,2,51,Retail,2,Increase,Good
43,EMP3240,Satisfied,Daily,Prefer not to say,Onsite,Yes,14,4,1,36,Finance,1,No Change,Average
43,EMP3241,Neutral,Daily,Non-binary,Hybrid,Yes,15,4,5,33,Manufacturing,5,Increase,Poor
40,EMP3242,Satisfied,None,Non-binary,Onsite,Yes,0,2,3,53,Education,4,Decrease,Poor
40,EMP3243,Satisfied,Weekly,Non-binary,Remote,Yes,2,1,1,31,Education,5,No Change,Poor
35,EMP3244,Unsatisfied,Daily,Prefer not to say,Remote,No,2,2,2,51,Retail,2,Increase,Good
22,EMP3245,Neutral,Weekly,Male,Remote,Yes,12,2,1,36,Manufacturing,1,Increase,Good
41,EMP3246,Unsatisfied,Daily,Prefer not to say,Hybrid,Yes,12,2,1,58,Education,3,Increase,Poor
26,EMP3247,Satisfied,Weekly,Prefer not to say,Remote,No,11,3,3,25,Healthcare,1,Decrease,Average
34,EMP3248,Satisfied,Weekly,Male,Remote,Yes,13,1,4,48,Manufacturing,5,No Change,Poor
31,EMP3249,Satisfied,Weekly,Non-binary,Onsite,Yes,4,4,4,31,Education,2,No Change,Average
52,EMP3250,Neutral,Weekly,Prefer not to say,Onsite,No,7,5,3,32,Retail,1,Increase,Good
60,EMP3251,Neutral,None,Prefer not to say,Onsite,Yes,15,5,2,60,Retail,4,Increase,Average
36,EMP3252,Unsatisfied,None,Male,Hybrid,Yes,15,4,3,35,Healthcare,2,No Change,Average
21,EMP3253,Unsatisfied,None,Non-binary,Remote,No,9,5,3,53,Healthcare,1,No Change,Poor
40,EMP3254,Neutral,Weekly,Female,Hybrid,No,13,4,2,53,Healthcare,2,Decrease,Good
60,EMP3255,Unsatisfied,Daily,Male,Remote,No,4,4,1,31,Education,2,No Change,Average
55,EMP3256,Satisfied,Daily,Male,Remote,No,3,4,4,37,Healthcare,2,No Change,Average
28,EMP3257,Satisfied,None,Female,Remote,Yes,15,3,4,46,Education,5,Decrease,Good
28,EMP3258,Unsatisfied,Weekly,Male,Hybrid,Yes,1,2,4,49,IT,2,Decrease,Average
53,EMP3259,Satisfied,Weekly,Non-binary,Onsite,No,13,4,2,57,Retail,3,Decrease,Poor
38,EMP3260,Neutral,None,Female,Remote,Yes,10,5,5,58,Healthcare,5,Increase,Good
55,EMP3261,Neutral,None,Prefer not to say,Remote,Yes,5,5,2,55,Education,3,No Change,Good
40,EMP3262,Neutral,Daily,Male,Remote,Yes,15,3,1,43,Manufacturing,4,Increase,Poor
33,EMP3263,Neutral,None,Non-binary,Onsite,Yes,2,5,4,33,Retail,5,No Change,Poor
37,EMP3264,Satisfied,Weekly,Non-binary,Hybrid,Yes,14,5,5,40,Education,2,Decrease,Good
54,EMP3265,Unsatisfied,None,Female,Hybrid,Yes,9,1,2,48,Consulting,3,Decrease,Good
31,EMP3266,Neutral,None,Male,Hybrid,No,6,4,4,60,Healthcare,1,Increase,Average
30,EMP3267,Unsatisfied,None,Prefer not to say,Remote,Yes,10,4,4,49,Healthcare,2,Increase,Poor
26,EMP3268,Unsatisfied,Weekly,Prefer not to say,Onsite,No,6,2,4,41,Education,5,Decrease,Good
24,EMP3269,Neutral,Daily,Non-binary,Hybrid,No,13,2,2,46,Finance,1,No Change,Poor
46,EMP3270,Neutral,Daily,Male,Hybrid,No,11,3,5,60,IT,3,No Change,Average
21,EMP3271,Satisfied,Daily,Female,Hybrid,No,0,5,5,42,IT,4,Decrease,Average
56,EMP3272,Satisfied,Daily,Female,Onsite,Yes,4,1,2,59,Manufacturing,1,Decrease,Poor
57,EMP3273,Satisfied,None,Non-binary,Onsite,Yes,0,5,5,29,Manufacturing,2,No Change,Poor
21,EMP3274,Unsatisfied,Weekly,Female,Hybrid,No,15,5,1,28,Retail,5,No Change,Average
31,EMP3275,Satisfied,Weekly,Female,Onsite,Yes,8,3,2,46,IT,4,Decrease,Poor
43,EMP3276,Unsatisfied,Weekly,Non-binary,Remote,Yes,1,4,4,39,IT,4,Decrease,Average
47,EMP3277,Unsatisfied,Daily,Female,Onsite,No,0,5,5,53,Retail,3,No Change,Poor
31,EMP3278,Satisfied,Daily,Male,Remote,No,7,3,2,53,Consulting,2,Increase,Good
45,EMP3279,Unsatisfied,Weekly,Male,Remote,No,11,1,3,23,Manufacturing,2,Increase,Good
27,EMP3280,Unsatisfied,None,Male,Hybrid,No,0,5,2,41,Healthcare,2,No Change,Average
34,EMP3281,Neutral,Weekly,Prefer not to say,Remote,Yes,4,3,3,49,Healthcare,2,Increase,Average
50,EMP3282,Neutral,Daily,Female,Onsite,No,9,3,1,48,Education,1,Decrease,Average
37,EMP3283,Unsatisfied,None,Male,Onsite,No,1,1,2,33,Consulting,3,Increase,Poor
23,EMP3284,Unsatisfied,Weekly,Non-binary,Remote,No,2,1,2,39,IT,3,No Change,Poor
27,EMP3285,Satisfied,Daily,Non-binary,Hybrid,Yes,10,3,2,52,Healthcare,2,Increase,Average
27,EMP3286,Neutral,None,Female,Hybrid,No,8,5,1,54,IT,2,No Change,Good
50,EMP3287,Unsatisfied,Daily,Prefer not to say,Hybrid,Yes,0,1,2,31,IT,1,Decrease,Good
57,EMP3288,Satisfied,Daily,Female,Remote,No,14,4,4,52,Manufacturing,3,Increase,Poor
32,EMP3289,Neutral,Weekly,Prefer not to say,Hybrid,Yes,12,1,2,51,IT,1,Decrease,Average
50,EMP3290,Satisfied,None,Female,Remote,Yes,2,3,3,31,Retail,1,Increase,Average
57,EMP3291,Satisfied,Daily,Male,Hybrid,Yes,8,3,4,33,Finance,1,Increase,Good
43,EMP3292,Neutral,Weekly,Prefer not to say,Onsite,Yes,3,2,2,34,Education,3,Increase,Poor
35,EMP3293,Unsatisfied,Daily,Non-binary,Onsite,Yes,9,1,2,43,Healthcare,5,Decrease,Average
35,EMP3294,Unsatisfied,Daily,Prefer not to say,Onsite,Yes,14,1,4,39,Manufacturing,5,No Change,Good
42,EMP3295,Unsatisfied,Daily,Male,Remote,No,2,2,3,42,Manufacturing,1,No Change,Poor
46,EMP3296,Unsatisfied,Weekly,Female,Hybrid,No,1,1,5,56,Retail,3,Decrease,Poor
41,EMP3297,Satisfied,Daily,Female,Hybrid,Yes,9,2,1,35,Education,1,Increase,Poor
53,EMP3298,Neutral,Weekly,Female,Hybrid,Yes,8,1,3,37,Education,5,No Change,Average
33,EMP3299,Neutral,Daily,Female,Onsite,Yes,9,3,3,30,Healthcare,3,Increase,Average
59,EMP3300,Neutral,Daily,Prefer not to say,Hybrid,No,7,3,4,50,Education,5,No Change,Poor
57,EMP3301,Unsatisfied,Weekly,Prefer not to say,Remote,No,3,1,4,57,Finance,3,No Change,Poor
43,EMP3302,Neutral,Weekly,Male,Onsite,No,15,5,3,45,Manufacturing,1,Decrease,Poor
49,EMP3303,Satisfied,Daily,Prefer not to say,Remote,Yes,8,1,3,22,IT,1,No Change,Average
44,EMP3304,Unsatisfied,Daily,Non-binary,Onsite,No,0,3,4,39,Consulting,1,Increase,Good
40,EMP3305,Neutral,Weekly,Female,Remote,No,13,3,3,55,Retail,4,Decrease,Poor
59,EMP3306,Satisfied,Daily,Prefer not to say,Remote,No,6,3,2,55,Healthcare,1,No Change,Average
60,EMP3307,Unsatisfied,None,Prefer not to say,Hybrid,No,6,3,2,59,Finance,3,Increase,Good
29,EMP3308,Satisfied,None,Male,Onsite,No,7,3,3,44,Healthcare,1,Increase,Poor
47,EMP3309,Satisfied,Daily,Male,Remote,Yes,12,5,1,22,Manufacturing,3,No Change,Average
38,EMP3310,Unsatisfied,None,Prefer not to say,Hybrid,No,10,4,2,23,Healthcare,4,No Change,Poor
51,EMP3311,Neutral,Weekly,Female,Hybrid,Yes,6,3,4,22,Healthcare,5,Decrease,Average
23,EMP3312,Satisfied,Daily,Female,Onsite,No,9,1,5,34,Consulting,2,No Change,Poor
36,EMP3313,Neutral,Weekly,Non-binary,Onsite,Yes,10,4,5,22,Manufacturing,5,Decrease,Poor
53,EMP3314,Unsatisfied,None,Female,Hybrid,No,15,2,3,51,Retail,3,Decrease,Good
42,EMP3315,Satisfied,Daily,Non-binary,Onsite,No,11,5,5,35,Education,1,No Change,Average
30,EMP3316,Neutral,Daily,Prefer not to say,Hybrid,Yes,6,5,3,58,Manufacturing,5,Increase,Poor
52,EMP3317,Satisfied,Weekly,Female,Onsite,Yes,13,1,4,29,Education,2,No Change,Good
36,EMP3318,Unsatisfied,Weekly,Prefer not to say,Onsite,No,13,3,2,51,Finance,2,Increase,Poor
55,EMP3319,Unsatisfied,Weekly,Non-binary,Hybrid,No,10,4,4,22,Finance,4,Decrease,Average
33,EMP3320,Unsatisfied,Daily,Male,Onsite,Yes,7,3,1,32,Manufacturing,5,Decrease,Poor
57,EMP3321,Satisfied,None,Female,Remote,No,5,4,2,39,Retail,3,Decrease,Good
43,EMP3322,Neutral,None,Prefer not to say,Onsite,No,0,1,3,50,Finance,3,No Change,Average
41,EMP3323,Neutral,None,Male,Hybrid,No,15,3,2,55,Healthcare,5,Decrease,Average
55,EMP3324,Unsatisfied,Daily,Non-binary,Hybrid,No,12,5,3,60,Manufacturing,4,No Change,Poor
58,EMP3325,Satisfied,Daily,Prefer not to say,Remote,No,8,5,2,47,Healthcare,3,Decrease,Good
23,EMP3326,Unsatisfied,Weekly,Male,Onsite,No,12,2,1,33,Healthcare,2,No Change,Good
53,EMP3327,Unsatisfied,None,Female,Onsite,Yes,3,4,5,50,Healthcare,4,Increase,Poor
26,EMP3328,Neutral,Weekly,Female,Remote,Yes,4,1,1,40,Education,2,Decrease,Average
32,EMP3329,Neutral,None,Female,Hybrid,Yes,15,3,3,42,Healthcare,1,No Change,Good
29,EMP3330,Unsatisfied,Weekly,Prefer not to say,Remote,Yes,13,1,4,22,Consulting,1,Decrease,Good
31,EMP3331,Unsatisfied,None,Non-binary,Hybrid,Yes,9,5,3,34,Healthcare,4,No Change,Average
53,EMP3332,Satisfied,Daily,Male,Remote,Yes,4,4,2,30,Retail,4,Decrease,Poor
33,EMP3333,Unsatisfied,Weekly,Female,Remote,No,13,3,1,30,Consulting,3,Decrease,Good
44,EMP3334,Unsatisfied,Weekly,Male,Remote,No,14,5,1,54,Finance,3,Increase,Poor
41,EMP3335,Satisfied,None,Male,Onsite,Yes,14,1,5,55,Education,1,No Change,Average
38,EMP3336,Satisfied,Daily,Prefer not to say,Remote,Yes,6,1,1,32,Retail,4,Decrease,Average
40,EMP3337,Satisfied,Weekly,Female,Remote,No,15,4,2,59,Consulting,5,Decrease,Good
40,EMP3338,Neutral,Daily,Non-binary,Onsite,Yes,2,5,4,29,Retail,3,Decrease,Average
21,EMP3339,Neutral,Weekly,Non-binary,Onsite,No,11,1,1,59,Manufacturing,3,Increase,Average
49,EMP3340,Neutral,Daily,Male,Hybrid,No,2,2,4,29,Education,2,Increase,Average
57,EMP3341,Neutral,Weekly,Prefer not to say,Remote,No,7,5,5,35,Consulting,2,Increase,Poor
57,EMP3342,Unsatisfied,Daily,Female,Remote,No,4,3,2,50,Education,1,Decrease,Good
54,EMP3343,Neutral,Weekly,Male,Hybrid,No,6,1,3,45,Manufacturing,1,No Change,Poor
59,EMP3344,Satisfied,None,Prefer not to say,Onsite,No,11,1,5,48,Consulting,4,Increase,Good
32,EMP3345,Unsatisfied,Daily,Female,Onsite,No,10,3,5,57,Manufacturing,2,Decrease,Poor
23,EMP3346,Satisfied,Weekly,Female,Remote,Yes,15,3,5,37,Healthcare,3,Increase,Average
43,EMP3347,Unsatisfied,Weekly,Male,Hybrid,No,3,1,2,55,IT,4,Decrease,Poor
52,EMP3348,Neutral,Daily,Prefer not to say,Onsite,Yes,4,5,1,47,Finance,2,No Change,Poor
44,EMP3349,Neutral,None,Male,Remote,Yes,9,2,2,40,Education,5,Decrease,Good
33,EMP3350,Satisfied,Daily,Non-binary,Onsite,Yes,12,5,4,22,Finance,2,No Change,Average
20,EMP3351,Unsatisfied,Daily,Male,Remote,No,10,2,1,25,Consulting,3,No Change,Average
31,EMP3352,Unsatisfied,Daily,Female,Onsite,Yes,13,2,5,41,Healthcare,4,Decrease,Average
53,EMP3353,Unsatisfied,Daily,Male,Onsite,No,15,5,5,45,Education,3,No Change,Good
44,EMP3354,Neutral,Weekly,Non-binary,Remote,No,2,5,5,54,Healthcare,5,Decrease,Good
39,EMP3355,Neutral,None,Non-binary,Onsite,No,2,3,3,60,Finance,5,No Change,Average
57,EMP3356,Satisfied,Daily,Non-binary,Onsite,No,5,1,1,34,Manufacturing,2,Decrease,Good
45,EMP3357,Neutral,Weekly,Male,Remote,No,3,4,5,50,Consulting,2,Decrease,Average
29,EMP3358,Satisfied,Weekly,Female,Remote,No,10,3,5,57,Manufacturing,4,Increase,Poor
47,EMP3359,Unsatisfied,Weekly,Male,Onsite,Yes,6,2,5,56,Finance,2,No Change,Poor
25,EMP3360,Neutral,Daily,Non-binary,Onsite,Yes,0,2,3,47,Consulting,3,No Change,Poor
23,EMP3361,Unsatisfied,Daily,Male,Onsite,Yes,12,1,1,35,Consulting,5,Decrease,Poor
44,EMP3362,Neutral,Weekly,Male,Hybrid,Yes,7,3,2,24,Finance,4,Decrease,Average
21,EMP3363,Unsatisfied,Weekly,Female,Onsite,No,15,1,3,36,Finance,5,Decrease,Average
42,EMP3364,Unsatisfied,None,Non-binary,Hybrid,No,5,5,2,46,Retail,3,No Change,Poor
30,EMP3365,Neutral,None,Non-binary,Onsite,Yes,7,4,4,46,Consulting,2,No Change,Good
53,EMP3366,Neutral,Weekly,Prefer not to say,Hybrid,Yes,8,4,5,32,Consulting,5,Decrease,Poor
25,EMP3367,Unsatisfied,Weekly,Female,Remote,No,8,3,3,32,Manufacturing,4,Decrease,Good
37,EMP3368,Unsatisfied,Daily,Non-binary,Hybrid,No,12,1,2,41,Consulting,1,Increase,Average
54,EMP3369,Satisfied,Weekly,Female,Hybrid,Yes,0,1,3,30,Finance,4,Decrease,Poor
35,EMP3370,Satisfied,Weekly,Non-binary,Onsite,No,5,2,3,33,Manufacturing,2,Decrease,Average
25,EMP3371,Neutral,None,Male,Remote,Yes,13,5,2,46,Healthcare,4,No Change,Good
56,EMP3372,Unsatisfied,None,Prefer not to say,Remote,Yes,9,5,1,28,Education,2,Increase,Good
21,EMP3373,Neutral,Daily,Prefer not to say,Onsite,No,4,2,2,42,Retail,4,Increase,Good
58,EMP3374,Satisfied,None,Prefer not to say,Remote,No,9,4,2,36,Finance,1,Increase,Good
35,EMP3375,Satisfied,Daily,Male,Onsite,Yes,7,4,5,32,Education,2,No Change,Good
57,EMP3376,Neutral,Daily,Prefer not to say,Remote,No,3,5,5,54,Education,5,No Change,Good
31,EMP3377,Unsatisfied,Daily,Male,Hybrid,Yes,0,2,3,45,Education,3,Increase,Good
54,EMP3378,Neutral,Weekly,Non-binary,Remote,No,12,5,1,41,Healthcare,4,No Change,Average
20,EMP3379,Unsatisfied,Daily,Prefer not to say,Hybrid,No,1,4,5,27,Retail,2,Decrease,Average
40,EMP3380,Neutral,Weekly,Male,Onsite,Yes,5,3,3,44,IT,5,Decrease,Poor
48,EMP3381,Neutral,None,Female,Onsite,No,14,4,5,51,Manufacturing,3,Increase,Poor
35,EMP3382,Unsatisfied,Daily,Female,Onsite,No,10,2,4,53,Finance,5,Decrease,Average
42,EMP3383,Unsatisfied,None,Prefer not to say,Remote,Yes,7,1,2,44,Consulting,1,Increase,Average
53,EMP3384,Neutral,Weekly,Prefer not to say,Hybrid,Yes,11,5,4,44,Manufacturing,1,Decrease,Average
43,EMP3385,Unsatisfied,None,Male,Hybrid,No,7,2,1,27,Retail,2,No Change,Poor
27,EMP3386,Satisfied,Daily,Male,Remote,Yes,9,4,4,56,Education,5,Increase,Poor
47,EMP3387,Satisfied,Daily,Non-binary,Remote,No,1,1,2,42,Finance,3,No Change,Average
52,EMP3388,Satisfied,None,Male,Remote,No,4,4,4,46,Manufacturing,3,No Change,Good
20,EMP3389,Unsatisfied,Weekly,Male,Remote,Yes,0,5,5,50,Education,3,Increase,Poor
24,EMP3390,Satisfied,Daily,Female,Hybrid,No,15,2,3,42,Healthcare,1,Decrease,Average
20,EMP3391,Satisfied,Weekly,Prefer not to say,Hybrid,No,13,5,5,47,Retail,4,No Change,Good
47,EMP3392,Neutral,None,Non-binary,Hybrid,Yes,11,5,5,40,Finance,1,No Change,Good
46,EMP3393,Satisfied,Daily,Female,Onsite,Yes,12,1,3,50,IT,1,Decrease,Average
41,EMP3394,Unsatisfied,None,Prefer not to say,Remote,No,12,4,1,52,Healthcare,5,Increase,Poor
52,EMP3395,Unsatisfied,Daily,Female,Remote,Yes,5,5,2,43,Education,2,Decrease,Poor
48,EMP3396,Satisfied,Weekly,Male,Onsite,No,0,5,5,37,Education,2,Increase,Poor
59,EMP3397,Unsatisfied,Daily,Prefer not to say,Hybrid,Yes,6,4,5,35,Retail,4,Increase,Poor
25,EMP3398,Neutral,Weekly,Female,Hybrid,No,0,1,3,22,Education,2,Increase,Average
53,EMP3399,Neutral,Daily,Non-binary,Hybrid,Yes,4,3,5,40,Retail,3,No Change,Poor
49,EMP3400,Unsatisfied,None,Female,Remote,Yes,9,3,5,38,Consulting,5,Increase,Average
40,EMP3401,Neutral,None,Female,Hybrid,Yes,9,1,4,23,Manufacturing,5,Increase,Good
47,EMP3402,Satisfied,Weekly,Male,Remote,No,10,3,2,46,Consulting,1,Increase,Good
47,EMP3403,Satisfied,Daily,Prefer not to say,Remote,Yes,7,2,4,37,Healthcare,3,No Change,Average
33,EMP3404,Unsatisfied,Weekly,Female,Hybrid,Yes,2,4,1,25,Manufacturing,3,Decrease,Good
42,EMP3405,Neutral,Weekly,Non-binary,Onsite,No,8,2,1,27,Education,3,No Change,Good
36,EMP3406,Satisfied,Weekly,Prefer not to say,Hybrid,No,6,5,3,22,Retail,3,No Change,Good
22,EMP3407,Satisfied,Daily,Female,Hybrid,No,13,4,1,46,Retail,2,No Change,Average
59,EMP3408,Satisfied,Daily,Prefer not to say,Onsite,Yes,4,3,4,41,Manufacturing,4,Increase,Average
52,EMP3409,Satisfied,Daily,Male,Hybrid,Yes,6,1,2,55,Finance,4,Decrease,Good
34,EMP3410,Satisfied,None,Prefer not to say,Hybrid,Yes,14,1,5,53,Healthcare,3,Decrease,Average
45,EMP3411,Neutral,None,Female,Hybrid,No,8,5,1,43,Education,5,Increase,Good
28,EMP3412,Satisfied,Daily,Female,Hybrid,Yes,11,1,4,41,Healthcare,1,Increase,Poor
52,EMP3413,Unsatisfied,Daily,Non-binary,Remote,Yes,0,4,5,31,Manufacturing,3,Decrease,Good
43,EMP3414,Neutral,Weekly,Prefer not to say,Hybrid,Yes,1,2,1,39,Retail,4,Decrease,Good
47,EMP3415,Satisfied,Daily,Female,Remote,No,2,4,2,31,Manufacturing,5,Increase,Average
27,EMP3416,Unsatisfied,Daily,Female,Onsite,Yes,15,5,1,34,Healthcare,4,Decrease,Good
33,EMP3417,Neutral,Daily,Male,Remote,Yes,2,3,3,60,Consulting,1,Decrease,Average
46,EMP3418,Satisfied,Weekly,Male,Remote,Yes,10,3,3,27,IT,4,Increase,Poor
54,EMP3419,Unsatisfied,Daily,Male,Remote,No,3,1,2,52,Healthcare,4,Increase,Average
24,EMP3420,Unsatisfied,None,Prefer not to say,Hybrid,No,15,5,3,31,Manufacturing,5,Increase,Poor
59,EMP3421,Satisfied,None,Female,Remote,No,10,3,4,28,IT,3,No Change,Poor
45,EMP3422,Unsatisfied,Weekly,Female,Hybrid,Yes,11,1,4,57,Healthcare,4,Decrease,Good
30,EMP3423,Neutral,Daily,Female,Onsite,Yes,0,4,4,38,Manufacturing,4,Decrease,Poor
48,EMP3424,Satisfied,Weekly,Female,Hybrid,Yes,0,3,4,43,IT,4,Increase,Average
55,EMP3425,Satisfied,Weekly,Female,Onsite,Yes,8,4,4,36,Consulting,5,Decrease,Good
30,EMP3426,Neutral,None,Female,Hybrid,Yes,9,1,4,57,Retail,3,No Change,Average
52,EMP3427,Unsatisfied,Weekly,Female,Remote,No,0,3,2,45,Manufacturing,4,Increase,Good
