Job_Role,Industry,Ag,Mental_Health_Condition,Stress_Level,Years_of_Experience,Work_Location,Region,Employee_ID,Number_of_Virtual_Meetings,R_Satisfaction_with_Remote_Work,Work_Life_Balance_Rating,Hours_Worked_Per_Week,Productivity_Change
Project Manager,Consulting,48,Burnout,Medium,32,Onsite,Asia,EMP2615,12,Neutral,5,47,Increase
Marketing,Consulting,58,Anxiety,Low,34,Onsite,Asia,EMP2616,1,Neutral,2,50,Increase
Marketing,Healthcare,44,Anxiety,High,2,Onsite,Asia,EMP2617,9,Unsatisfied,2,44,Increase
Data Scientist,Consulting,53,Depression,Low,4,Onsite,Europe,EMP2618,1,Satisfied,5,30,No Change
Sales,Finance,47,Depression,Low,3,Hybrid,Oceania,EMP2619,15,Satisfied,5,30,Decrease
Data Scientist,Manufacturing,25,Depression,Medium,1,Onsite,South America,EMP2620,1,Neutral,1,40,No Change
Designer,Healthcare,32,Anxiety,High,1,Hybrid,Europe,EMP2621,12,Satisfied,3,47,Decrease
Project Manager,Consulting,23,None,Medium,15,Remote,Oceania,EMP2622,15,Neutral,4,34,No Change
Project Manager,Education,27,Burnout,High,9,Remote,Africa,EMP2623,2,Unsatisfied,3,52,Decrease
Designer,Retail,45,Anxiety,High,18,Remote,Oceania,EMP2624,14,Unsatisfied,3,25,No Change
Sales,Consulting,58,Depression,Low,25,Remote,South America,EMP2625,0,Satisfied,1,49,Increase
Marketing,Finance,57,Depression,Low,10,Remote,South America,EMP2626,2,Satisfied,2,59,No Change
HR,Retail,25,Depression,Medium,22,Onsite,Oceania,EMP2627,2,Satisfied,1,60,No Change
Project Manager,Finance,59,Burnout,Low,27,Remote,Oceania,EMP2628,7,Neutral,2,38,Increase
Designer,Finance,43,None,High,13,Remote,Africa,EMP2629,1,Neutral,1,31,No Change
Project Manager,IT,56,None,Medium,5,Onsite,North America,EMP2630,4,Neutral,5,48,Decrease
Designer,Finance,50,Anxiety,Medium,7,Remote,Asia,EMP2631,7,Neutral,1,50,Decrease
Project Manager,Healthcare,47,Anxiety,High,24,Hybrid,Europe,EMP2632,7,Neutral,2,50,Decrease
Marketing,Consulting,47,None,Medium,26,Remote,Europe,EMP2633,7,Neutral,1,46,Decrease
Project Manager,Consulting,53,Burnout,Low,2,Hybrid,Asia,EMP2634,0,Neutral,5,59,Decrease
Sales,Healthcare,47,None,Medium,8,Hybrid,Asia,EMP2635,9,Unsatisfied,5,55,Increase
Marketing,Consulting,45,Burnout,Medium,21,Remote,South America,EMP2636,3,Neutral,1,38,Increase
HR,Retail,24,Anxiety,High,18,Hybrid,North America,EMP2637,7,Satisfied,4,36,No Change
Sales,Retail,44,Burnout,Low,19,Hybrid,South America,EMP2638,2,Neutral,4,33,Decrease
Data Scientist,Finance,55,Anxiety,Low,31,Hybrid,Asia,EMP2639,10,Neutral,5,31,No Change
Marketing,Education,25,None,Medium,29,Onsite,Oceania,EMP2640,1,Neutral,5,44,No Change
Designer,Manufacturing,30,None,Low,25,Remote,Africa,EMP2641,10,Satisfied,5,22,No Change
Sales,Education,35,Depression,High,29,Onsite,North America,EMP2642,15,Neutral,4,32,Increase
Marketing,Consulting,50,Anxiety,Medium,20,Onsite,Europe,EMP2643,5,Satisfied,3,33,Increase
HR,Healthcare,27,Burnout,Low,8,Hybrid,North America,EMP2644,11,Satisfied,5,44,Increase
Designer,Manufacturing,34,Anxiety,High,29,Onsite,Oceania,EMP2645,13,Unsatisfied,5,57,Decrease
HR,Retail,30,Anxiety,High,1,Remote,Africa,EMP2646,1,Neutral,3,54,Decrease
HR,Education,42,Burnout,Medium,7,Hybrid,South America,EMP2647,4,Unsatisfied,3,45,No Change
HR,Education,52,Anxiety,High,6,Hybrid,Africa,EMP2648,4,Satisfied,1,48,Decrease
HR,Education,45,Depression,Low,26,Remote,Asia,EMP2649,2,Neutral,4,42,No Change
Software Engineer,Healthcare,50,Burnout,Medium,16,Hybrid,Oceania,EMP2650,11,Unsatisfied,3,38,Decrease
Sales,Finance,54,None,Low,28,Hybrid,Europe,EMP2651,12,Satisfied,3,59,Increase
Designer,Finance,54,Anxiety,Low,24,Hybrid,South America,EMP2652,13,Satisfied,4,28,Decrease
Sales,IT,25,Burnout,Low,30,Onsite,South America,EMP2653,8,Neutral,4,34,Decrease
Sales,Consulting,54,None,High,11,Hybrid,Africa,EMP2654,5,Neutral,3,29,Increase
Marketing,Retail,29,Burnout,High,2,Onsite,Asia,EMP2655,11,Unsatisfied,3,48,No Change
Designer,IT,37,Depression,Low,1,Onsite,Asia,EMP2656,5,Satisfied,1,51,No Change
Software Engineer,IT,56,Anxiety,Medium,1,Hybrid,Oceania,EMP2657,10,Satisfied,2,37,Increase
HR,IT,33,Burnout,Low,6,Onsite,North America,EMP2658,8,Unsatisfied,5,32,Increase
Data Scientist,Manufacturing,22,Anxiety,Low,14,Onsite,North America,EMP2659,3,Satisfied,4,40,Decrease
Marketing,Consulting,53,Depression,Low,18,Remote,Africa,EMP2660,7,Neutral,3,25,No Change
Designer,Retail,53,Burnout,Low,4,Remote,Europe,EMP2661,11,Satisfied,4,34,Decrease
Marketing,Consulting,43,Burnout,Medium,18,Onsite,North America,EMP2662,11,Unsatisfied,3,55,No Change
Project Manager,IT,53,Depression,High,14,Hybrid,Africa,EMP2663,0,Satisfied,1,22,No Change
Project Manager,Retail,34,Burnout,Medium,21,Onsite,Asia,EMP2664,10,Neutral,3,57,No Change
Project Manager,Education,40,Burnout,High,6,Onsite,Asia,EMP2665,0,Neutral,2,60,Increase
Designer,Healthcare,33,Burnout,Low,5,Remote,Asia,EMP2666,1,Neutral,5,40,Increase
Designer,Finance,58,Burnout,High,32,Remote,Asia,EMP2667,6,Unsatisfied,5,60,Decrease
Designer,IT,35,None,High,22,Remote,South America,EMP2668,10,Satisfied,4,31,Increase
Designer,Healthcare,27,Depression,Medium,25,Remote,North America,EMP2669,2,Neutral,5,55,No Change
Data Scientist,IT,46,Burnout,High,30,Hybrid,Asia,EMP2670,8,Satisfied,4,40,Increase
Sales,IT,42,None,Low,16,Remote,Oceania,EMP2671,12,Neutral,3,53,Decrease
HR,Manufacturing,36,Burnout,Medium,21,Remote,Europe,EMP2672,14,Satisfied,4,34,Decrease
Project Manager,Education,53,Depression,Low,35,Hybrid,South America,EMP2673,13,Satisfied,3,23,Increase
Data Scientist,Finance,25,Depression,Medium,28,Onsite,North America,EMP2674,15,Satisfied,1,54,Increase
Sales,IT,32,Depression,High,1,Hybrid,Europe,EMP2675,8,Unsatisfied,2,29,No Change
Marketing,Consulting,59,Depression,Low,29,Hybrid,South America,EMP2676,9,Satisfied,5,40,Increase
Sales,Retail,26,Burnout,Medium,13,Remote,Europe,EMP2677,1,Satisfied,3,22,No Change
Marketing,Retail,40,None,High,13,Onsite,South America,EMP2678,14,Unsatisfied,3,22,Increase
Software Engineer,Education,38,Depression,Low,6,Onsite,Africa,EMP2679,8,Unsatisfied,4,48,Decrease
Data Scientist,IT,23,Burnout,Low,27,Hybrid,North America,EMP2680,6,Satisfied,1,22,Decrease
Sales,IT,49,Anxiety,Low,7,Onsite,Asia,EMP2681,10,Neutral,3,28,Increase
Marketing,Retail,26,Anxiety,High,8,Remote,Asia,EMP2682,7,Satisfied,1,43,Decrease
Data Scientist,IT,46,Depression,Medium,1,Hybrid,Africa,EMP2683,5,Satisfied,5,49,Decrease
Software Engineer,Consulting,51,Anxiety,Medium,4,Remote,North America,EMP2684,10,Satisfied,2,20,Decrease
Designer,Education,58,Burnout,Medium,33,Hybrid,Africa,EMP2685,1,Unsatisfied,5,24,Decrease
HR,Healthcare,49,Burnout,Medium,33,Remote,Africa,EMP2686,2,Neutral,1,24,Increase
Software Engineer,Consulting,51,None,Medium,5,Onsite,North America,EMP2687,2,Unsatisfied,3,47,Decrease
Project Manager,Finance,43,Anxiety,Medium,1,Hybrid,South America,EMP2688,13,Unsatisfied,2,30,Increase
Sales,IT,38,Burnout,High,15,Onsite,Asia,EMP2689,4,Satisfied,4,50,Decrease
Marketing,Retail,58,Burnout,High,6,Onsite,Asia,EMP2690,9,Unsatisfied,4,34,Increase
Data Scientist,Finance,43,None,Medium,29,Remote,North America,EMP2691,7,Neutral,2,55,No Change
Sales,Education,52,Depression,Medium,12,Remote,North America,EMP2692,14,Neutral,5,55,No Change
Software Engineer,Retail,35,None,Medium,16,Onsite,Oceania,EMP2693,12,Unsatisfied,3,45,Increase
Project Manager,IT,52,Depression,Medium,19,Onsite,North America,EMP2694,3,Satisfied,2,20,Decrease
HR,IT,23,Depression,Low,34,Remote,North America,EMP2695,12,Satisfied,3,59,Decrease
HR,IT,36,None,Medium,27,Remote,Oceania,EMP2696,10,Unsatisfied,5,32,Decrease
Sales,Manufacturing,31,None,High,15,Onsite,Oceania,EMP2697,7,Unsatisfied,5,25,Increase
Sales,Finance,43,Burnout,Low,18,Hybrid,Europe,EMP2698,15,Unsatisfied,2,30,No Change
HR,Manufacturing,54,Burnout,Low,11,Hybrid,Africa,EMP2699,10,Unsatisfied,3,33,Decrease
Marketing,Consulting,53,Depression,Low,18,Remote,North America,EMP2700,13,Satisfied,5,58,Increase
Software Engineer,IT,30,Depression,Medium,16,Remote,North America,EMP2701,12,Satisfied,4,55,No Change
Designer,Retail,51,Burnout,High,29,Onsite,Asia,EMP2702,2,Neutral,5,58,No Change
Marketing,Healthcare,58,Anxiety,Low,25,Onsite,North America,EMP2703,4,Unsatisfied,4,34,No Change
Software Engineer,IT,51,None,Low,21,Onsite,Africa,EMP2704,15,Satisfied,4,36,Decrease
Software Engineer,Finance,32,Depression,Medium,8,Onsite,Europe,EMP2705,2,Satisfied,3,42,Decrease
Marketing,Retail,55,None,Medium,2,Hybrid,Africa,EMP2706,15,Satisfied,4,22,Decrease
HR,Education,36,Anxiety,Medium,33,Hybrid,Europe,EMP2707,3,Unsatisfied,4,52,Decrease
Software Engineer,Education,31,Burnout,High,27,Onsite,South America,EMP2708,6,Unsatisfied,5,53,Increase
Data Scientist,Healthcare,27,Anxiety,High,27,Hybrid,South America,EMP2709,11,Unsatisfied,3,37,Decrease
Data Scientist,Manufacturing,31,Anxiety,Low,29,Onsite,Europe,EMP2710,4,Satisfied,2,55,Decrease
Project Manager,Healthcare,40,Burnout,High,12,Remote,North America,EMP2711,4,Neutral,1,42,Decrease
Marketing,IT,28,None,Medium,33,Onsite,Africa,EMP2712,4,Unsatisfied,3,55,No Change
Software Engineer,Manufacturing,58,Burnout,Low,24,Hybrid,Africa,EMP2713,13,Unsatisfied,5,42,No Change
Software Engineer,Manufacturing,53,Depression,Low,6,Hybrid,Oceania,EMP2714,10,Unsatisfied,4,39,Decrease
Designer,Consulting,34,Burnout,High,21,Hybrid,North America,EMP2715,3,Neutral,2,54,No Change
Data Scientist,Education,47,Anxiety,High,15,Onsite,Oceania,EMP2716,0,Satisfied,4,28,No Change
Project Manager,IT,41,None,Low,27,Onsite,North America,EMP2717,13,Neutral,4,44,Increase
Data Scientist,Finance,48,Depression,Low,20,Onsite,North America,EMP2718,11,Neutral,2,36,Decrease
HR,Manufacturing,22,Depression,Low,30,Remote,South America,EMP2719,15,Satisfied,4,20,Increase
Sales,Manufacturing,30,None,High,34,Onsite,North America,EMP2720,15,Satisfied,2,42,No Change
Marketing,IT,42,Burnout,Medium,24,Remote,Africa,EMP2721,1,Neutral,1,24,Increase
HR,Education,34,Depression,Low,2,Hybrid,Asia,EMP2722,7,Satisfied,3,48,Decrease
Project Manager,IT,34,Burnout,Low,10,Hybrid,Oceania,EMP2723,13,Satisfied,4,30,No Change
HR,Manufacturing,41,Anxiety,Low,24,Onsite,North America,EMP2724,5,Satisfied,1,27,Decrease
Sales,Consulting,41,Burnout,Low,11,Hybrid,Africa,EMP2725,5,Neutral,2,24,Increase
Designer,Healthcare,27,None,Low,17,Remote,South America,EMP2726,0,Unsatisfied,5,42,No Change
Designer,IT,27,Depression,High,24,Remote,Asia,EMP2727,10,Unsatisfied,4,53,No Change
Sales,Retail,22,Anxiety,Medium,9,Hybrid,Europe,EMP2728,14,Neutral,4,34,Increase
HR,Retail,27,Anxiety,Low,4,Onsite,South America,EMP2729,7,Unsatisfied,1,42,No Change
Data Scientist,Manufacturing,25,Depression,Medium,3,Hybrid,Africa,EMP2730,3,Neutral,1,25,Decrease
Software Engineer,Consulting,46,Anxiety,Low,6,Hybrid,Asia,EMP2731,15,Satisfied,5,30,Increase
Project Manager,Finance,30,Anxiety,Medium,16,Hybrid,Asia,EMP2732,9,Neutral,2,27,Decrease
Project Manager,Retail,38,Depression,Low,26,Hybrid,North America,EMP2733,15,Unsatisfied,1,27,No Change
Project Manager,Manufacturing,41,None,Medium,3,Hybrid,Oceania,EMP2734,5,Unsatisfied,2,56,No Change
Marketing,Retail,46,Anxiety,High,20,Onsite,North America,EMP2735,14,Neutral,3,30,Decrease
Project Manager,Healthcare,58,Burnout,Medium,31,Onsite,South America,EMP2736,1,Unsatisfied,4,40,No Change
Sales,Retail,57,Burnout,Low,17,Hybrid,Oceania,EMP2737,13,Neutral,3,57,No Change
HR,Retail,35,Anxiety,Low,28,Remote,Europe,EMP2738,10,Neutral,1,46,Increase
Data Scientist,Consulting,30,None,High,21,Remote,Oceania,EMP2739,15,Neutral,5,38,Decrease
Sales,Healthcare,42,Anxiety,Low,3,Hybrid,Europe,EMP2740,5,Neutral,1,47,No Change
Marketing,Finance,57,None,High,13,Remote,South America,EMP2741,8,Neutral,3,22,Increase
Project Manager,Manufacturing,40,Depression,Low,4,Onsite,Oceania,EMP2742,8,Neutral,4,34,Decrease
Data Scientist,Finance,33,Burnout,Low,35,Hybrid,Oceania,EMP2743,2,Unsatisfied,5,46,Increase
Data Scientist,Healthcare,31,Depression,Medium,19,Onsite,Africa,EMP2744,0,Satisfied,3,28,No Change
Software Engineer,Manufacturing,54,Anxiety,Low,27,Onsite,Africa,EMP2745,1,Unsatisfied,5,35,Increase
Designer,Retail,25,Depression,Medium,35,Hybrid,Europe,EMP2746,14,Satisfied,3,23,Decrease
Marketing,IT,46,Anxiety,High,32,Onsite,South America,EMP2747,7,Satisfied,4,36,No Change
Marketing,Retail,44,Depression,Low,30,Hybrid,Oceania,EMP2748,10,Unsatisfied,5,45,No Change
Project Manager,Retail,25,None,High,17,Remote,Oceania,EMP2749,9,Neutral,1,39,No Change
Designer,Education,29,None,Low,28,Hybrid,Africa,EMP2750,7,Neutral,1,55,No Change
HR,Education,43,None,Low,4,Remote,North America,EMP2751,5,Neutral,4,26,No Change
Software Engineer,Consulting,30,None,Medium,34,Remote,Oceania,EMP2752,6,Satisfied,1,51,No Change
Data Scientist,Finance,24,Burnout,Low,13,Remote,North America,EMP2753,4,Satisfied,5,20,Increase
HR,Education,32,None,Medium,18,Remote,Oceania,EMP2754,12,Neutral,5,46,No Change
Designer,Consulting,32,Anxiety,Medium,10,Onsite,Europe,EMP2755,0,Satisfied,1,31,Increase
Sales,Consulting,52,Depression,Medium,5,Onsite,North America,EMP2756,11,Neutral,1,56,No Change
Project Manager,Education,28,Anxiety,High,30,Hybrid,South America,EMP2757,10,Neutral,3,52,Decrease
Sales,Finance,25,Depression,Medium,35,Onsite,South America,EMP2758,14,Satisfied,2,53,Increase
Marketing,Retail,45,None,Low,3,Hybrid,Oceania,EMP2759,0,Satisfied,5,30,Decrease
Marketing,Manufacturing,46,None,Medium,22,Onsite,North America,EMP2760,13,Unsatisfied,5,56,No Change
Data Scientist,Finance,58,None,Low,34,Onsite,Oceania,EMP2761,15,Unsatisfied,3,20,Increase
Software Engineer,Consulting,46,None,High,33,Remote,Oceania,EMP2762,10,Unsatisfied,4,52,Increase
Sales,IT,32,Depression,High,4,Hybrid,Africa,EMP2763,5,Unsatisfied,5,38,Decrease
HR,Consulting,46,Anxiety,Low,21,Remote,Africa,EMP2764,10,Unsatisfied,2,36,Decrease
Designer,Education,45,None,Low,1,Onsite,Africa,EMP2765,9,Unsatisfied,4,25,Decrease
Designer,Education,33,Depression,Low,30,Hybrid,South America,EMP2766,8,Neutral,4,46,Increase
Data Scientist,Healthcare,47,Depression,Medium,28,Hybrid,South America,EMP2767,8,Unsatisfied,5,42,No Change
Software Engineer,Education,23,Burnout,High,26,Remote,Oceania,EMP2768,9,Satisfied,5,32,Increase
Designer,Manufacturing,55,None,Medium,34,Hybrid,North America,EMP2769,8,Satisfied,1,34,No Change
Marketing,Finance,24,Anxiety,Low,5,Remote,Africa,EMP2770,1,Neutral,5,35,Decrease
Designer,Finance,33,Depression,Medium,24,Onsite,Asia,EMP2771,13,Neutral,3,27,No Change
Marketing,IT,22,Depression,High,27,Hybrid,North America,EMP2772,7,Unsatisfied,5,43,No Change
Data Scientist,Consulting,33,None,High,16,Hybrid,Asia,EMP2773,1,Neutral,3,27,Increase
Sales,Education,48,None,Medium,13,Onsite,Asia,EMP2774,8,Neutral,4,31,Decrease
Marketing,Education,35,Burnout,High,25,Onsite,Africa,EMP2775,2,Neutral,3,20,Increase
HR,Retail,26,Burnout,Medium,24,Hybrid,Oceania,EMP2776,4,Satisfied,2,44,Decrease
Project Manager,Retail,60,Burnout,Medium,12,Remote,Europe,EMP2777,2,Unsatisfied,3,59,Increase
Data Scientist,Consulting,23,Anxiety,Low,19,Onsite,Oceania,EMP2778,3,Satisfied,3,53,Decrease
Software Engineer,Healthcare,45,Depression,Low,25,Onsite,Oceania,EMP2779,11,Neutral,4,56,No Change
Sales,Consulting,46,Burnout,Medium,24,Onsite,Africa,EMP2780,6,Unsatisfied,1,37,Increase
Designer,IT,24,Burnout,High,31,Remote,South America,EMP2781,1,Satisfied,1,59,No Change
Designer,Education,48,Anxiety,Medium,2,Onsite,Asia,EMP2782,13,Unsatisfied,1,41,Decrease
Sales,Retail,55,Burnout,Low,31,Hybrid,Africa,EMP2783,0,Neutral,4,32,Increase
HR,Retail,36,Burnout,Low,28,Onsite,Asia,EMP2784,7,Unsatisfied,5,38,No Change
Sales,Healthcare,39,Burnout,Low,4,Onsite,Africa,EMP2785,15,Unsatisfied,5,42,Increase
Software Engineer,Finance,24,Burnout,High,10,Hybrid,Oceania,EMP2786,7,Unsatisfied,1,45,Decrease
Sales,Manufacturing,48,Burnout,Medium,26,Remote,Asia,EMP2787,4,Unsatisfied,3,36,No Change
Data Scientist,Retail,52,Burnout,Low,17,Remote,Oceania,EMP2788,10,Satisfied,3,28,Decrease
Marketing,Healthcare,36,Burnout,Low,33,Remote,Europe,EMP2789,7,Unsatisfied,1,23,No Change
Sales,Healthcare,57,Burnout,Low,17,Hybrid,South America,EMP2790,11,Unsatisfied,5,40,Decrease
Marketing,Retail,27,None,Medium,16,Hybrid,Africa,EMP2791,11,Satisfied,1,40,Increase
Data Scientist,Education,31,Depression,Low,31,Onsite,Oceania,EMP2792,5,Satisfied,3,24,Increase
Marketing,Education,49,None,High,34,Onsite,Africa,EMP2793,0,Neutral,3,21,No Change
Sales,Finance,60,Depression,High,2,Onsite,South America,EMP2794,3,Satisfied,2,34,Increase
Software Engineer,Healthcare,52,Depression,Medium,4,Remote,Europe,EMP2795,10,Neutral,4,41,No Change
Data Scientist,Healthcare,27,None,Medium,35,Hybrid,South America,EMP2796,15,Unsatisfied,5,23,No Change
Marketing,Healthcare,55,Depression,High,20,Onsite,Africa,EMP2797,15,Unsatisfied,5,47,No Change
Designer,IT,33,Burnout,Low,28,Onsite,South America,EMP2798,14,Unsatisfied,2,45,Decrease
Project Manager,Finance,49,Depression,Medium,6,Hybrid,North America,EMP2799,0,Unsatisfied,2,44,Decrease
HR,Healthcare,32,Burnout,Low,9,Onsite,Africa,EMP2800,5,Satisfied,3,50,Increase
HR,Consulting,23,Burnout,Low,32,Onsite,Oceania,EMP2801,11,Unsatisfied,2,36,No Change
Sales,Healthcare,35,None,Medium,10,Remote,Europe,EMP2802,8,Neutral,1,32,Increase
HR,Healthcare,53,Depression,Medium,19,Onsite,South America,EMP2803,9,Unsatisfied,5,38,Decrease
Marketing,Manufacturing,37,None,Low,27,Remote,Asia,EMP2804,5,Satisfied,1,24,Increase
Sales,Consulting,50,Depression,High,23,Hybrid,Africa,EMP2805,1,Satisfied,4,26,No Change
Sales,Healthcare,50,Burnout,High,13,Hybrid,Africa,EMP2806,14,Unsatisfied,4,48,No Change
HR,Healthcare,50,Anxiety,Low,18,Remote,Oceania,EMP2807,2,Unsatisfied,5,56,Decrease
Project Manager,Consulting,54,Burnout,Low,27,Remote,South America,EMP2808,12,Neutral,3,38,No Change
HR,Finance,47,Burnout,Medium,26,Hybrid,Africa,EMP2809,6,Neutral,1,47,Increase
Sales,Healthcare,30,Anxiety,Low,29,Remote,Europe,EMP2810,13,Unsatisfied,3,51,No Change
Software Engineer,Manufacturing,22,None,Low,14,Hybrid,Europe,EMP2811,15,Satisfied,2,39,No Change
Data Scientist,Manufacturing,31,Anxiety,Medium,22,Remote,Asia,EMP2812,6,Neutral,4,52,No Change
Designer,Retail,33,Depression,High,33,Remote,North America,EMP2813,0,Neutral,2,46,No Change
Marketing,IT,22,None,Medium,30,Remote,Oceania,EMP2814,10,Satisfied,1,20,Increase
Project Manager,Finance,38,Burnout,Low,22,Remote,Oceania,EMP2815,13,Unsatisfied,1,23,Decrease
HR,Consulting,38,None,High,21,Onsite,Oceania,EMP2816,0,Unsatisfied,3,39,Decrease
HR,Retail,36,None,Medium,19,Hybrid,Asia,EMP2817,9,Neutral,5,29,Increase
Project Manager,Healthcare,47,Anxiety,High,7,Hybrid,Africa,EMP2818,8,Unsatisfied,2,49,Decrease
Data Scientist,IT,37,None,High,26,Remote,Africa,EMP2819,7,Unsatisfied,1,27,Increase
Project Manager,Consulting,38,Depression,Medium,16,Onsite,Europe,EMP2820,7,Satisfied,4,27,Decrease
Project Manager,Healthcare,39,None,High,3,Hybrid,Oceania,EMP2821,8,Neutral,3,26,No Change
Project Manager,Consulting,29,Anxiety,Low,11,Onsite,Oceania,EMP2822,12,Satisfied,1,39,Decrease
Data Scientist,Manufacturing,38,Depression,High,26,Hybrid,Europe,EMP2823,2,Neutral,5,55,Increase
Data Scientist,Healthcare,40,Depression,Medium,3,Remote,Asia,EMP2824,7,Unsatisfied,5,59,No Change
Designer,Consulting,31,None,Medium,24,Onsite,South America,EMP2825,9,Unsatisfied,4,49,Decrease
Sales,Education,33,Depression,High,11,Onsite,Africa,EMP2826,8,Neutral,5,38,Decrease
Sales,Manufacturing,50,Burnout,Medium,16,Remote,South America,EMP2827,0,Unsatisfied,4,26,No Change
Sales,Consulting,59,Anxiety,Low,3,Remote,Oceania,EMP2828,2,Neutral,2,31,Decrease
Designer,Education,42,None,Medium,21,Remote,Asia,EMP2829,6,Unsatisfied,4,26,Decrease
Sales,Manufacturing,29,Depression,High,1,Onsite,South America,EMP2830,9,Satisfied,2,32,Decrease
Data Scientist,Consulting,26,Burnout,Medium,7,Onsite,South America,EMP2831,4,Neutral,4,33,No Change
Sales,Consulting,47,Depression,Medium,34,Hybrid,Asia,EMP2832,6,Satisfied,1,44,No Change
Data Scientist,Manufacturing,40,None,Low,12,Onsite,Africa,EMP2833,5,Unsatisfied,4,37,No Change
HR,Education,57,None,High,12,Onsite,North America,EMP2834,1,Unsatisfied,5,20,Increase
HR,IT,56,Depression,Medium,9,Remote,Asia,EMP2835,7,Unsatisfied,5,34,Decrease
Data Scientist,IT,28,Burnout,Medium,19,Remote,Oceania,EMP2836,15,Neutral,3,35,Increase
HR,Healthcare,52,None,Low,33,Onsite,South America,EMP2837,2,Neutral,3,55,No Change
Project Manager,Healthcare,40,None,Low,9,Hybrid,Europe,EMP2838,3,Unsatisfied,2,22,No Change
Project Manager,Healthcare,46,None,Medium,26,Remote,Asia,EMP2839,6,Neutral,5,41,Increase
Software Engineer,Consulting,53,None,Medium,6,Hybrid,Africa,EMP2840,2,Satisfied,5,41,Decrease
Software Engineer,Finance,39,Depression,Low,13,Onsite,South America,EMP2841,13,Unsatisfied,5,48,Decrease
Software Engineer,Education,51,Burnout,Low,4,Onsite,North America,EMP2842,9,Unsatisfied,5,56,Decrease
Project Manager,Healthcare,48,Burnout,Low,33,Onsite,Asia,EMP2843,0,Neutral,5,45,No Change
Sales,Finance,47,None,Medium,30,Remote,North America,EMP2844,2,Neutral,4,53,No Change
HR,IT,25,Depression,Medium,3,Onsite,South America,EMP2845,2,Satisfied,2,28,No Change
Project Manager,Consulting,34,Depression,Low,21,Remote,Africa,EMP2846,6,Satisfied,2,32,Increase
Marketing,Education,32,Burnout,Medium,24,Onsite,Oceania,EMP2847,14,Neutral,4,55,Increase
Sales,IT,22,None,Low,24,Onsite,Africa,EMP2848,1,Satisfied,2,48,Increase
Project Manager,Finance,47,Depression,Low,30,Hybrid,South America,EMP2849,10,Unsatisfied,5,57,Decrease
Designer,Retail,52,Burnout,High,17,Hybrid,South America,EMP2850,10,Unsatisfied,2,37,No Change
Marketing,Retail,55,Anxiety,Medium,30,Remote,South America,EMP2851,9,Neutral,2,56,Decrease
Project Manager,Healthcare,60,Burnout,High,21,Onsite,Asia,EMP2852,14,Satisfied,1,23,No Change
Designer,IT,52,Depression,Medium,29,Onsite,Europe,EMP2853,2,Neutral,4,49,No Change
Marketing,Finance,33,Depression,High,29,Remote,South America,EMP2854,15,Satisfied,1,25,Increase
