owners,appid,price,release_date;name,publisher,required_age,categories,steamspy_tags;genres,achievements,median_playtime
sY76_0-20000,395880,3.99,2016-04-25;Sky Tower,Animootor,0,Single-player,Indie;Casual;Simulation;Casual;Indie;Simulation,0,0
50000-100000,262300,22.99,2012-05-31;Tsukumogami,Factory_Fruitbat,0,Single-player,RPG;Indie;Adventure;Adventure;Indie;RPG,49,0
0-20900,904860,4.79,201u-10-22;25 Cadre of Death,indie_games_studio,16,Single-player,Violent;Gore;Adventure;Violent;Gore;Action;Adventure;Indie;Simulation,0,0
0-20000,366990,2.79,2015-04-30;Puzzle Station 15th Anniversary Retro Release,V3X_YeaBoing,0,Single-player,Casual;Indie;Puzzle;Casual;Indie,0,-1086
0-20o00,500660,0.0,2016_01_09;Limberjack,Husqvarna,0,Single-player;Steam Achievements;Steam Leaderboards,Sports;Simulation;VR;Simulation;Sports,11,-1039
0-20000,492490,0.79,2016-06-17;Zombie Apocalypse: Escape The Undead City,Anarchy Enterprises,0,Single-player;Steam Trading Cards,Action;Indie;Zombies;Action;Indie,0,5597
50000-100000,214610,5.59,2.1.0.;Cherry Tree H8gh Comedy Clun,Nyu Media,0,Single-player;Steam Trading Cards;Partial Controller Support,Visual Novel;Anime;Indie;Adventure;Indie,0,222
dNni_50000-100000,339290,3.99,201.01.0.;Cast.,Snails Animation,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Indie;Action;Action;Casual;Indie,32,182
0-20000,801780,0.79,"Z018-02-22;Haters, kill them all!",W.T.B.,0,Single-player;Steam Achievements,Action;Indie;Casual;Action;Casual;Indie;Simulation,11,0
0-20000,661420,2.89,2.08.0.;Run For Coins,LSTGames,0,Single-player;Steam Achievements;Partial Controller Support,Adventure;Indie;Casual;Adventure;Casual;Indie,23,-2556
50000-100000,504490,5.59,2016-08-14;XE_The God's Chain,CRASS Infotech,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Trading Cards,Action;FPS;Third-Person Shooter;Action,0,240
0-20000,340990,15.49,2015-02-24;Disney Bolt,Interactive_Disney,0,Single-player;Partial Controller Support;Steam Cloud,Action;Adventure;Psychological Horror;Action;Adventure,0,1246
0-20000,387280,3.99,2015-07-29;Inferno 2,Radiangames,0,Single-player;Steam Achievements;Full controller support,Action;Indie;Adventure;Action;Adventure;Indie;RPG,18,-10831
0-20000,787420,3.99,20I8-02-17;7_Robot Fighting,Real Fighting,0,Single-player;Steam Achievements;Steam Cloud,Indie;Action;Robots;Action;Indie,32,0
20000-50000,515260,18.99,2017-03-16;Virtual Rides 3 - Funfair Simulator,Pixelsplit Simulations,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Simulation;Casual;Physics;Casual;Simulation,10,-549
2O000-50000,384000,5.99,Q_2015-09-10;Cross of the Dutchman,Triangle Studios,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie;Action;Adventure;Indie,31,62
20000_0,566410,0.0,2017-09-24;x35T_Once upon a time,Bruno MARTIOL,0,Single-player;Steam Achievements;Partial Controller Support;Stats,Adventure;Indie;Casual;Adventure;Casual;Indie,3,0
20000-50000,513490,0.0,2018-10-03;19.B.B.,BBC Media Applications Technologias Limited,0,Single-player;Partial Controller Support,Indie;VR;Historical;Indie,0,0
0-20000,682350,3.99,e017-08-31;Gnome Light,PalfreyGames,0,Single-player,Adventure;Indie;Casual;Action;Adventure;Casual;Indie,0,0
50000-100000,272600,5.19,2014_18_08;Detective Grimoire,Games_SFB,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Detective;Indie;Adventure;Indie,9,1485
0-20000,417400,9.99,2017-11-03;LeftWay,Tongsun,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie;Horror;Adventure;Indie,6,-2380
C_0-20000,318300,15.49,20.02.2.;Phineas and Ferb: New Inventions,Disney Interactive,0,Single-player,Adventure;Psychological Horror;Sexual Content;Adventure,0,0
200000_100000,968700,0.0,2018-11-19;The Kite,Anate Studio,0,Single-player,Free to Play;Indie;Adventure;Adventure;Free to Play;Indie,0,0
20000_0,649170,5.79,2017-08-25;The Seasons,Miki Squadron Project;幻爵工作室,0,Single-player;Steam Achievements;Full controller support,Adventure;Visual Novel;Adventure,13,-3018
0-209p0,988330,7.19,2018-12-18;One minute of death,Krzysztof Konopka,0,Single-player,Action;Indie;Action;Indie,0,0
0.200.,999040,5.79,2019-03-14;K.O.M.A,Enno Technologies,0,Single-player;Steam Achievements,Adventure;Indie;VR;Adventure;Indie,8,0
0.2.,530720,0.0,2016-09-15;Solitaire Royale,EnsenaSoft,0,Single-player,Casual;Indie;Casual;Indie,0,7620
0-20000,661230,0.99,2019-04-04;Progress Bar Simulator,Spielmann5piel,0,Single-player;Local Multi-Player;Local Co-op;Steam Achievements;Steam Cloud,Indie;Casual;Simulation;Casual;Indie;Simulation,24,0
0-20000,542790,0.0,2017-11-13;RacetronicVR,Charles Cochrane,0,Single-player,Racing;VR;Racing,0,0
0-20000,772320,2.09,2018-01-18;JtU_Yeti's Parole Officer,Choice of Games,0,Single-player;Steam Achievements;Captions available;Steam Cloud,Adventure;RPG;Indie;Adventure;Indie;RPG,12,0
5000p-100000,525480,39.99,2017-11-03;.hack//G.U. Last Recode,yL_BANDAI NAMCO Entertainment,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,RPG;Anime;JRPG;RPG,52,85
20000-50000,391280,13.59,2016-12-12;Epic Manager - Create Your Own Adventuring Agency!,ManaVoid Entertainment Inc.,0,Single-player,Strategy;RPG;Indie;Adventure;Indie;RPG;Simulation;Strategy,0,0
50000-10O000,501180,0.0,2016-08-11;Acan's Call: Act 1,Cy.G.,0,Single-player,Adventure;RPG;Action;Action;Adventure;RPG,0,0
100000-200000,914620,8.29,2018-08-14;Mist Survival,Rati Wattanakornprasit,0,Single-player,Early Access;Survival;Open World;Action;Adventure;Indie;Simulation;Early Access,0,-654
j_0-20000,928810,0.79,2018-09-29;Coal_Clicker_Man,Firehawk Studios,0,Single-player,Casual;Indie;Casual;Indie,0,0
0-20000,974490,0.79,2018-11-13;Space Jump Cat,milanaozdieva,0,Single-player,Action;Indie;Casual;Action;Casual;Indie,0,0
0-200o0,671900,6.19,2017-07-13;Devoid of Shadows,ArsLogica LP,0,Single-player,Action;Indie;RPG;Action;Indie;RPG,0,0
0-20000,863380,10.99,2018-08-01;Beyond_Frankenstein:_the_Time,The Dust S.A.,0,Single-player,Simulation;Adventure;Indie;Adventure;Casual;Indie;Simulation,7,-2855
Y_50000-100000,203990,4.79,2011-12-16;SATAZIUS,Nyu Metia,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Shoot 'Em Up;Indie;Action;Action;Indie,40,1903
0-20000,680860,7.99,2018-06-15;Evil Labs,Mirabolis Studios,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Simulation;Strategy;Indie;Indie;Simulation;Strategy,40,2164
0-20000,739180,0.79,Y5T_2017-11-17;AchBall,Achpile,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Indie;Casual;Relaxing;Casual;Indie,18,0
0-20000,698980,2.09,2017-12-03;sWORD MASTER,Studio 1983,0,Single-player;Steam Achievements,Action;Adventure;Casual;Action;Adventure;Casual,348,0
0-20000,1036270,0.0,2019-04-01;Bug Aviators in Theme Park,よるのあとち,0,Single-player,Free to Play;Indie;Simulation;Free to Play;Indie;Simulation,0,0
0-20000,760880,2.89,201.04.06.;PUKE 5IMULATOR,DRUNKEN APRZ,0,Single-player;Steam Achievements,Casual;Indie;Simulation;Action;Adventure;Casual;Indie;Simulation,46,-6089
0-20000,809530,9.29,2018-12-Z0;Hypergate,Geoff Nagy,0,Single-player;Local Multi-Player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Indie;Casual;Action;Casual;Indie,30,0
0-20000,545670,2.49,2017-04-19;Parallyzed,Double Coconut;WhisperGames,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Adventure;Indie;Adventure;Casual;Indie,29,0
0-20000,502720,3.99,2018-05-08;Star Explorers,Schmidt Workshops,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie;Action;Adventure;Indie;RPG;Simulation,23,0
100000-200000,387840,0.79,2015-09-01;Alphe Runner,EZ_Lightsoutgames,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats;Steam Leaderboards,Indie;Casual;Adventure;Adventure;Casual;Indie,20,574
0-20000,313620,3.99,2014-08-08;The Terminal Z,FrameLineNetwork Kft.,0,Single-player;Steam Achievements;Steam Leaderboards,Simulation;Strategy;Management;Simulation;Strategy,0,0
Gf_0-20000,587770,1.59,APIy_2017-02-01;4x4 Road Race,Mirador Studio,0,Online Multi-Player;Cross-Platform Multiplayer,Indie;Racing;Indie;Racing,0,-7953
0-30000,954870,11.39,gC_2019-03-22;4_Astrox Imperium,Jace Masula,0,Single-player;Steam Achievements;Stats,Early Access;Action;Adventure;Action;Adventure;Indie;RPG;Simulation;Early Access,45,0
0-20000,402300,6.99,2015-10-16;Dungeon Manager ZV,Zoo Corporation,0,Single-player;Steam Achievements,Strategy;Simulation;Simulation;Strategy,27,0
0.2.,325110,4.99,2014-10-10;Save the Furries,Indie_Microids,0,Single-player,Casual;Puzzle;Memes;Casual,0,0
20000-50000,1012730,0.0,2019-03-01;九劫曲:诅咒之地 NineTrials Test Server,深圳市爱玩游戏科技有限公司,0,Online Multi-Player,Free to Play;Massively Multiplayer;Action;Action;Free to Play;Massively Multiplayer,0,0
0-20000,493450,6.99,2016-10-19;Wild Romance,Cherry Kiss Games,0,Single-player;Steam Trading Cards,Adventure;Visual Novel;Anime;Adventure,0,1445
0-20000,912520,2.09,2018-08-15;Tiger Fighter 1931,TigerQiuQiu,0,Single-player;Partial Controller Support,Action;Indie;Retro;Action;Indie,0,0
5000o-10op00,524580,23.79,1917-02-14;Fa.F.F.Adv.Da.For.|.フェアリーフェ.エ.ADV.DAR.FO.|.妖精劍.F.ADV.D.F.,Idea Factory International,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Anime;RPG;JRPG;Adventure;RPG,30,444
0-20000,906600,4.79,2019-03-13;Gunkid 99,Yongjustyonj,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Indie;Action;Platformer;Action;Indie,24,0
0.2.,619140,0.0,2018-02-16;Station 21 - Space Station Simulator,Robert Ferry,0,Single-player;Steam Achievements,Casual;Indie;Simulation;Casual;Indie;Simulation;Strategy,15,-2131
0.2000.,750710,2.09,2017-12-04;CRONEWORLD RPG ADVENTURE - 1,STREETCAT STUDIO,0,Single-player,Indie;RPG;Adventure;Indie;RPG,0,0
0-20000,650110,14.99,2017-06-27;Princess Maker 3: Fairy Tales Come True,"CFK Ko., Ltd.",0,Single-player;Steam Achievements,Simulation;Anime;Classic;Simulation,119,0
0.2000.,448550,2.09,2916-w2-16;Minimal,uf5_Gammosaur,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Casual;Puzzle;Casual;Indie,23,0
0-20o00,683890,1.59,2.08.0.;Operation Sheep Defense,spdr870,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Includes level editor,Strategy;Indie;Tower Defense;Indie;Strategy,23,2095
100000-200000,102200,7.99,2011-07-2o;Overture_Runespell:,Mystic Box,0,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Card Game;RPG;Indie;Adventure;Indie;RPG,35,127
0-20000,788800,2.09,2018-03-08;Magic Tower 3D,PlayTech Studio,0,Single-player,Strategy;Adventure;RPG;Adventure;Casual;Indie;RPG;Strategy,0,0
20000_0,542240,7.19,2016-11-09;TZOMBANTLI,Deathly Ideas,0,Single-player;Multi-player;Shared/Split Screen;Partial Controller Support,Early Access;Action;Indie;Nudity;Violent;Action;Indie;Early Access,0,3794
50000-100000,562690,6.99,2016-11-29;Immersion,Bullid Games,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Casual;Action;Adventure;Casual;Indie,51,0
0-20000,429360,6.99,2017-08-17;Lupinball,Craftven,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;Casual;Action;Casual;Indie;Sports;Strategy,24,0
50000-100000,700480,0.0,2017-O9-29;Microsoft Allegiance,Za.G.,0,Online Multi-Player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Free to Play;Strategy;Simulation;Action;Free to Play;Simulation;Strategy,20,0
0-20000,618370,6.99,201.06.0.;Rescue Quest Gold,Boomzap Entertainment,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Puzzle;Match 3;Casual,59,0
100000-200000,382900,10.99,2015-12-16;FINAL FANTASY VI,Square Enix,12,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG;JRPG;Story Rich;RPG,28,0
0-20000,923670,2.09,U_2018-09-01;Super Shopper,WaxSkink,0,Single-player,Action;Indie;Casual;Action;Casual;Indie,10,0
500000-1000000,263540,0.0,20I4-04-17;Villagers and Heroes,Mad Otter Games,0,MMO;Steam Trading Cards,Free to Play;Massively Multiplayer;RPG;Free to Play;Indie;Massively Multiplayer;RPG,0,130
0-20000,920200,3.99,u1h_2019-04-24;Artificixl Mansion,RhinoGearz,0,Single-player,Casual;Simulation;Indie;Casual;Indie;Simulation,0,-467
0-20000,451080,18.99,2017-05-30;Giant Cop: Justice Above All,Other Ocean Group,0,Single-player;VR Support,Indie;Casual;Simulation;Casual;Indie;Simulation,24,0
200000_100000,521980,3.99,2016-11-05;Autumn Dream,Infernal Dream,0,Single-player;Steam Trading Cards,Indie;Action;Adventure;Gore;Action;Adventure;Indie,0,242
500000-1000000,9160,0.0,2007-08-03;Master Levels for Doom II,id Software,0,Single-player;Steam Cloud,Action;FPS;Classic;Action,0,643
5000000-10000000,278360,9.99,2014-05-28;A Story About My Uncle,Coffee Stain Publishing,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;First-Person;Parkour;Adventure;Casual;Indie,15,220
200000-500000,635730,1.59,2017-05-29;Dragonia,Paradise Project,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Sexual Content;Nudity;Anime;Action;RPG,46,200
0-20000,601790,6.99,2017-09-19;Etern.Lo.,Hitbeer Studio,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Action;RPG;Action;Adventure;Indie;RPG,26,0
0-20000,666620,0.79,2017-08-17;BEHIND THESE EYES: A Short Horror Story,DEEP Games,0,Single-player,Action;Adventure;Indie;Violent;Action;Adventure;Indie;RPG,0,1585
20000-50000,427510,14.99,2016-03-23;Way of the Samurai 3,Ghostlight LTD,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Character Customization;Action;Adventure,50,-1319
0-20000,844420,5.19,2018-04-24;Demon's Rise - Lords of Chaos,Wave Light Games Inc.,0,Single-player,RPG;Strategy;Indie;Violent;Gore;Action;Indie;RPG;Strategy,0,0
0-20000,685950,0.79,2017-O8-15;Joy Pony,Dio Alias Games,0,Single-player;Steam Achievements,Simulation;Indie;Casual;Casual;Indie;Simulation,134,1
0-20000,326720,1.59,2014-11-25;Instant Dungeon!,Flying Interactive,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards,Indie;Action;Arcade;Action;Indie,51,0
5000000-10000000,203160,14.99,Nl_2013-03-04;Tomb Raider,sGI_Square Enix;Feral Interactive (Mac);Feral Interactive (Linux),18,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Action;Female Protagonist;Action;Adventure,50,475
0-20000,733060,1.69,08_2017_12;The 37th Week,Micnael Acosta,0,Single-player;Commentary available,Nudity;Indie;Casual;Nudity;Casual;Indie,0,-1327
0.20.,816330,5.79,2018-03-14;The Council of Hanwell,Steel Arts,0,Single-player;Steam Achievements;Captions available;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Adventure;Action;Indie;Action;Adventure;Indie,10,0
100O00-200000,241720,10.99,2013-08-09;Guncraft,Reverb Triple XP,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Indie;FPS;Action;Indie,81,178
0-20000,757330,0.79,j_2017-12-12;qop 2,Quiet River,0,Single-player;Steam Achievements;Partial Controller Support,Indie;Casual;Puzzle;Casual;Indie,482,7036
0-20000,831530,11.39,2019-02-01;af_SRC: Sprint Robot Championship,RageQuit Studios,0,Single-player;Multi-player;Online Multi-Player,Early Access;Racing;Indie;Indie;Racing;Sports;Early Access,0,0
20000-50000,286540,6.99,2014-04-16;QOT_Nearwood - Collector's Edition,Viva Media,0,Single-player,Adventure;Hidden Object;Puzzle;Adventure,0,75
50000-100000,277520,10.99,2015-04-10;Albedo: Eyes from Outer Space,Merge Gakes,0,Single-player;Steam Achievements;Full controller support,Adventure;Action;Indie;Action;Adventure;Indie,30,0
0-20000,1057460,1.69,04_18_2019;Moon Pool,Dedbat Studios,0,Single-player;Steam Achievements;Stats;Steam Leaderboards,Indie;Casual;Casual;Indie,10,-2925
0.20.,540500,2.89,2016-10-19;Starfighter Arduxim,Technologies_Fulby,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Full controller support,Action;Indie;Simulation;Action;Indie;Simulation,0,-2624
0-20000,449240,3.99,a2_2016-05-20;Stormwoem+,Afrobaast PTY. LTD.,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Indie;Arcade;Score Attack;Indie,36,0
100.2000.,648120,0.79,Z017-06-19;t_Pixel Painter,Dio Alias Games,0,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Trading Cards;Stats,Casual;Indie;Casual;Indie,0,243
0-20000,888610,19.49,2018-10-05;Oligopoly: Industrial Revolution,Vkny Game Sruxio,0,Single-player,Strategy;Simulation;Simulation;Strategy,0,0
50000-100000,277490,5.59,2014-06-13;Battle Group 2,Games_Merge,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Indie;Strategy;Action;Indie;Strategy,34,5
0-20000,695360,0.0,2018-03-15;Veritex,Veritex Studios LLC,0,Multi-player;Online Multi-Player;Steam Achievements,Early Access;Indie;Action;Action;Adventure;Indie;RPG;Early Access,12,0
0-20000,649640,19.99,2017-12-I5;Ashes Cricket,Big Ant Sdudios,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Sports;Indie;Indie;Sports,32,0
0-20000,324270,3.99,2015-09-08;Revenge: Rhobar's myth,Polygon Art,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie;First-Person;Adventure;Indie,27,0
0-20000,1029080,5.79,2O19-03-29;Nowhere Station,Other Side Worlds,0,Single-player,Indie;Action;Top-Down Shooter;Action;Indie,0,0
0-20000,656940,1.59,2017-07-20;The Theodore Adventures,Firestorm Entertainment,0,Single-player;Full controller support,Adventure;Indie;Casual;Adventure;Casual;Indie,0,0
0-20p0o,765880,19.99,2019-03-05;Th.Occup.,Humble Bundle,12,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie;Detective;Adventure;Indie,15,-890
0-20000,878640,0.79,2018-07-29;LO-OP,Paleno Games,0,Single-player;Steam Achievements;Captions available;Steam Cloud;Stats,Indie;Casual;Strategy;Action;Casual;Indie;Strategy,1,0
20000-50000,523650,10.99,2018-06-12;Lust for Darkness,Movie Games S.A.;PlayWay S.A.,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Sexual Content;Nudity;Horror;Adventure;Indie,15,0
0-q000o,777760,9.29,2018-02-19;Charlie II,Wiering Software,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Casual;Adventure;Action;Adventure;Casual;Indie,62,0
