owners,appid,english,developer,publisher;platforms,required_age,steamspy_tags,achievements;positive_ratings,negative_ratings,average_playtime
0-20000,349190,2,Fat Loot Games,Fat Loot Games;windows;mac,0,Early Access;RPG;Indie,57;24,9,0
0-20000,862520,1,ATC Games,ATC Games;windows,0,Casual;VR,657;0,14,0
0-20000,738900,1,Cascade of Leaves,Cascade of Leaves;windows,0,Adventure;Indie;Casual,1545;1,0,-1624
50000-100000,397720,0,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.;windows",0,Simulation,0;102,65,1
50000-100000,573060,1,Sacada,Sacada;windows,-1,Casual;Strategy;Indie,9821;125,35,0
0-20000,528970,1,StudioFriends,StudioFriends;windows,0,RPG;Indie;Action,393;16,8,0
50000-100000,844930,1,AsicxArt,SakuraGame;windows;mac,0,Visual Novel;Anime;Indie,8;1416,44,57
200000-500000,353640,1,Alexey Davydov;Sergey Dvoynikov;Timofey Shargorodskiy,Flazm;windows;mac;linux,0,Strategy;Casual;Puzzle,39;1617,204,80
0-20000,534320,1,Heisenberg Entertainment,Heisenberg Entertainment;windows;mac;linux,0,Casual;Action;Indie,13;50141,8,11773
0-20000,302810,1,Team Monkey,Team Monkey;windows,0,Early Access;Action;Adventure,0;29,4,8595
0-20000,651380,1,Dudarev Alexandr Vladimirovich,Deklazon;windows;linux,2,Early Access;Action;Indie,2076;61,9,0
0-20000,772600,1,Glass Bubble Software,Glass Bubble Software;windows,0,Action;Atmospheric;Open World,24;7,3,0
0-20000,871480,1,electronic life games,AYE Technology;windows,0,Action;Adventure;Indie,364;1,3,0
1000000-2000000,6000,2,LucasArts,LucasArts;Lucasfilm;Disney Interactive;windows,11,Star Wars;Action;FPS,0;-5742,379,369
0-20000,514930,1,CTgames,Flying Interactive;windows,0,Action;Indie;Casual,1738;-4104,3,0
200000-500000,488440,0,Frank Lucas,Metagaming B.V.;windows;mac;linux,0,Early Access;Free to Play;RPG,0;766,481,94
0-20000,983230,1,milanaozdieva,milanaozdieva;windows,0,Indie;Casual,0;0,2,0
0-20000,751580,1,dev4play,dev4ent;windows,0,Action;RPG;Fantasy,135;3,2,0
0-20000,518280,1,773,Culture Select;windows,0,Indie;Adventure;Visual Novel,0;31,6,386
200000-500000,470220,0,Ubisoft Entertainment,Ubisoft Entertainment;windows,10,Card Game;Multiplayer;Casual,0;2923,2015,284
0-20000,423650,1,Straywire,Dharker Studio;windows;mac;linux,0,Nudity;Sexual Content;Visual Novel,7;50,28,0
0-20000,968820,1,Specialbit Studio,Specialbit Studio;windows;mac,2,Adventure;Indie;Casual,10;7,4,0
0-20000,654950,1,Tero Lunkka;Mikko Seppälä,Tero Lunkka;windows,0,Action;Indie,0;8,14,0
0-20000,526470,0,Confused Studios,Confused Studios;windows,8,Adventure;Indie,0;48767,10,0
200000-500000,361190,1,Forever Entertainment S. A.,Forever Entertainment S. A.;windows;mac;linux,0,Casual;Simulation;Indie,32;2112,171,145
0-20000,694090,1,Fast Travel Games,Fast Travel Games;windows,1,Action;Adventure;Singleplayer,15;36680,30,0
500000-1000000,313160,1,Giants Software,Giants Software;windows;mac,0,Simulation;Multiplayer;Open World,16;10219,1066,1902
