name,release_date,1ZT_english;appid,developer,publisher,platforms,rqrd_g,categories,genres,steamspy_tags,achievements;ratings_positive,negative_ratings,average_playtime,owners
Fabulous Food Truck,2016-07-21,0;497260,EnsenaSoft,EnsenaSoft,windows,0,Single-player;Steam Trading Cards,,Casual;Simulation,0;53,51,2565,20000-50000
Hotel Tutwin,2019-04-15,1;1049420,Roxiano Creations,Roxiano Creations,windows;mac,0,Single-player,Casual;Free to Play;Indie;RPG;Simulation,Free to Play;Indie;Casual,0;8,1,0,0-20000
Allumette,2016-10-13,1;460850,Studios_Penrose,Penrose Studios,windows,0,Single-player;Partial Controller Support,Casual;Indie,Indie;Casual;VR,0;443,15,0,50000-100000
UNDER NIGHT IN-BIRTH Exe:Late[st],2018-08-20,1;801630,BREAD_FRENCH,Arc System Works,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action,Action;2D Fighter;Fighting,44;524,33,168,20000-50000
FTL: Faster Than Light,2012-09-14,0;212680,Subset Games,Subset Games,windows;mac;linux,2,Single-player;Steam Trading Cards,Indie;Simulation;Strategy,Rogue-like;Space;Indie,0;42641,1629,1111,2000000-5000000
Obliteracy,2018-09-14,1;846340,Magic Chopstick Games,Magic Chopstick Games,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;In-App Purchases,Casual;Free to Play;Indie;Strategy,Free to Play;Strategy;Indie,40;12,5,0,0-20000
Neon,2018-02-06,1;783090,Galactig,Galactig;Rondo Media Cyf,windows,0,Single-player;Partial Controller Support,Action;Casual;Indie,Action;Indie;Casual,0;1,0,0,0-20000
Clustertruck,2016-09-27,1;397950,Ansteuerung,tinyBuild,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Workshop;Stats;Steam Leaderboards;Includes level editor,Action;Indie,Parkour;Action;First-Person,19;4497,485,211,200000-500000
SShield Reborn,2018-03-23,1;819880,,AmanotesJSC,windows,8,Single-player,Action;Casual;Early Access,Early Access;Action;Casual,0;1,0,3214,0-20000
Wave Magic VR,2016-12-29,2;512420,run over ,Overrun Games,windows,0,Single-player;Steam Trading Cards,Action;Indie;RPG;Early Access,Early Access;Action;Indie,0;16,7,0,0-20000
RPS Runner,2017-07-05,1;654670,Thugnificent,Thugnificent,windows,8,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Difficult,15;11,0,0,0-20000
Protagon VR,2017-08-24,1;698100,Digital Eel,Digital Eel,windows,0,Single-player,Casual;Indie,Indie;Casual;VR,0;3,1,0,0-20000
Face It - A game to fight inner demons,2017-06-09,1;364050,Tlön Studios;Ilex Games,Gamestorming,windows;mac;linux,12,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Abenteuer;Indie,Indie;Action;Adventure,16;907,251,-1844,100000-200000
Hex-Up,2017-12-29,1;765610,LuteGames,LuteGames,windows,0,Single-player,Casual;Indie,Casual;Indie;Puzzle,0;20,2,6279,0-20000
Metal Country,2019-04-11,1;1055770,Willpowaproject,Willpowaproject,windows,-6,Single-player,Action;Adventure;Indie,Action;Indie;Adventure,0;2,1,8267,0-20000
MotoGP™15 Compact,2015-12-10,1;403880,Milestone_S.r.l.,Milestone S.r.l.,windows,0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud,Racing;Simulation;Sports,Racing;Simulation;Sports,10;54,43,9022,0-20000
Letzte Worte VR,2019-01-30,1;932800,"Matthias Patscheider, Samantha Povolny, Bianca Zankl",Letzte Worte,windows,0,Single-player;Steam Achievements,Adventure;Indie,Adventure;Indie;Sexual Content,17;13,1,0,0-20000
Weird Dungeon Explorer: Defender,2018-05-25,1;862010,Nekyau Games,Nekyau,windows,0,Single-player,Action;Casual;Indie,Action;Indie;Casual,0;9,29,0,20000-50000
Pixel Pursuit,2017-07-06,1;659320,,Omnichron Studios,windows;mac,1,Single-player;Partial Controller Support,Indie,Indie;Platformer;Pixel Graphics,0;4,0,10910,0-20000
Smash Pixel Racing,2016-06-20,1;455990,Jollyfish Games,Jollyfish Games,windows;mac;linux,0,Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support,Action;Indie;Racing;Early Access,Early Access;Racing;Action,0;3,2,0,0-20000
Pirates Deck,2015-08-10,1;355120,Smit Parmar,Smit Parmar,windows,0,Single-player;Steam Cloud,Casual;Indie;Strategy,Indie;Strategy;Casual,0;6,28,0,0-20000
Kitty Nigiri,2017-09-05,1;647950, ,Greater Studios,windows,0,Single-player,Adventure;Indie;Early Access,Early Access;Adventure;Indie,0;2,0,0,0-20000
Strata inStudio VR,2017-05-03,1;627530,Str.Mixe.Realit.I.,"Strata Mixed Reality, Inc.",windows,0,Single-player;Steam Trading Cards,Casual;Animation & Modeling;Design & Illustration,Design & Illustration;Animation & Modeling;Casual,3;9,0,2181,20000-50000
Seinarukana -The Spirit of Eternity Sword 2-,2017-01-26,1;445430,ffVQ_Xuse,JAST USA,windows,0,Single-player;Steam Trading Cards;Steam Cloud,RPG;Strategy,RPG;Strategy;Visual Novel,0;17,2,0,0-20000
Train Mechanic Simulator 2017,2017-03-23,1;538810,Si7 S6udio,Si7 Studio,windows,12,Single-player,Simulation,Simulation;Trains;Singleplayer,0;193,133,0,20000-50000
Majula Frontier,2018-09-19,1;815630,,EF Universe Games LLC,windows,5,Single-player;Steam Achievements,Indie;RPG;Strategy,Indie;Strategy;RPG,26;3,0,0,0-20000
Wooden Floor 2 - Resurrection,2016-01-11,1;433790,pheenix93,pheenix93,windows,0,Single-player;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Adventure;Indie;Mystery,0;23,21,241,20000-50000
Tailwind,2017-07-28,1;674800,ClickGames,ClickGames,windows,8,Single-player;Steam Achievements,Adventure;Casual;Indie,Adventure;Indie;Casual,9;23,1,0,0-20000
Piggy Poggy Pog,2017-11-28,2;754040,TSS Studio,TSS Studio,windows,-3,Single-player;Steam Trading Cards,Adventure;Casual;Indie;Simulation,Indie;Casual;Adventure,0;79,39,0,0-20000
Systematic Immunity,2016-05-20,2;395100, ,Felix Wunderlich,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Action;Adventure;Indie,Action;Indie;Adventure,21;12,1,0,0-20000
Bladed Fury,2018-12-17,1;927250,NEXT Studios,NEXT Studios,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Casual;Indie;RPG,Action;Female Protagonist;Indie,24;1225,228,8433,100000-200000
Golfing Over It with Alva Majo,2018-03-28,0;817510,Majorarja4tp,Majorariatto,windows;mac;linux,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Action;Indie,Action;Indie;Difficult,12;472,218,0,100000-200000
The Melody of Dust,2017-04-10,1;527110,NEXT_Viacom,Viacom NEXT,windows,0,Single-player,Advanture;Indie,Adventure;Indie;VR,0;8,2,0,0-20000
Shooter Game,2018-09-14,1;861290,Anazz,Anazz,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op,Indie,Indie;FPS;Shooter,0;1,6,0,0-20000
Mr. Barrel,2017-10-06,2;713380,Fü.,Fürst,windows,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual;Indie;Early Access,Early Access;Action;Adventure,25;8,1,5535,0-20000
Relik,2017-10-18,1;679400,Iron 27,Iron 27,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Steam Trading Cards;In-App Purchases,Free to Play;Indie;Strategy;Early Access,Early Access;Free to Play;Indie,0;128,17,0,20000-50000
JOLT: Super Robot Racer,2016-11-15,1;485790,Cooply Solutions,Cooply Solutions,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Racing;Early-Access,Early Access;Action;Racing,21;8,3,8,0-20000
Cynoclept: The Game,2017-08-25,1;688880,Cynoclept;Hazzcore,Icyjolt,windows,0,Single-player;Steam Achievements,Violent;Gore;Action;Adventure;Early Access,Early Access;Gore;Action,8;17,14,0,0-20000
Bang Bang Racing,2012-06-08,2;207020,Digital Reality Software & Playbox,HandyGames,windows,0,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Racing,Racing;Arcade;Local Multiplayer,12;317,82,0,50000-100000
Magnetis,2009-11-05,0;37500,Yullaby,Yullaby,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Leaderboards,1ndie;Casual,Indie;Casual;Puzzle,40;33,9,49,0-20000
Deserter Simulator,2015-07-30,2;389840,Pocket Queries,Zoo Corporation,windows;mac,2,Single-player;Steam Achievements;Steam Trading Cards,Action;Indie;Racing;Simulation,Action;Indie;Simulation,30;35,29,0,0-20000
She Remembered Caterpillars,2017-01-17,2;470780,jumpsuit entertainment UG (haftungsbeschränkt),Ysbryd Games;WhisperGames,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Yndie,Indie;Puzzle;Hand-drawn,13;162,7,-1060,20000-50000
gShift,2015-08-25,1;396730,deadweight games,"NEXUS Studios, Inc.",windows,0,Single-player;Stats,Adventure;Casual;Indie,Adventure;Indie;Casual,0;5,9,0,0-20000
Tomoyo After ~It's a Wonderful Life~ English Edition,2016-07-01,1;462990,Vis8alAr4s/Kwy,VisualArts,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Adventure;Casual;RPG;Strategy,Visual Novel;Anime;RPG,27;240,12,280,20000-50000
Super Panda Adventures,2014-07-14,1;311190,BlueEagle Productions,Paul Schneider,windows,0,Single-player;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Indie;Platformer;Metroidvania,0;679,24,135,20000-50000
The Explorer of Night,2019-03-22,0;1017580,Alexandr Bondarenko,Alexandr Bondarenko,windows,0,Single-player;Steam Achievements;Full controller support,Adventure;Indie,Indie;Adventure;Platformer,17;9,2,8884,0-20000
The Great Race,2018-05-17,1;838440,Triumph LLC,Triumph LLC,windows,0,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Action;Adventure;Indie;Racing;Simulation,Racing;Action;Indie,35;11,0,0,0-20000
Hellblade: Senua's Sacrifice,2017-08-07,1;414340,Ninja Theory,Ninja Theory,windows,8,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Atmospheric;Psychological;Story Rich,14;20227,1805,455,500000-1000000
Primal Carnage,2012-10-29,1;215470,Lukewarm Media,Reverb Triple XP;Circle 5,windows,0,Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Valve Anti-Cheat enabled,wTZ_Action;Indie,Dinosaurs;Multiplayer;Action,69;4447,1323,423,200000-500000
Blitzkrieg Anthology,2014-09-16,1;313480,Ni.,Nival,windows,0,Single-player,scheme,Strategy;World War II;RTS,0;495,65,14,100000-200000
Dissimilated Land,2018-08-16,0;843720,Steel Wing,Ggame Studio,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud;Stats,Action;Adventure;RPG;Early Access,Early Access;Action;Adventure,57;92,26,-4837,0-20000
Wrath of Loki VR Adventure,2017-11-16,0;650860,,The House of Fables,windows,6,Single-player;Steam Achievements;Full controller support;Stats;Steam Leaderboards,Adventure;Casual;Indie,Indie;Casual;Adventure,10;28,16,0,0-20000
The Turkey of Christmas Past,2016-12-19,1;565540,Dinan Studios,Dinan Studios,windows,0,Single-player,Action;Indie,Action;Indie;Hack and Slash,0;8,3,9266,0-20000
TRIGGERED,2018-04-27,1;809200,Dry Eel Development,Dry Eel Development,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Violent;Gore;Action;Indie;Early Access,Early Access;Action;Indie,24;4,4,-278,0-20000
Sky Battles,2015-03-25,1;346670,Peter Lacalamita,Magnetic Studio,windows;mac,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Indie;Strategy,Action;Indie;Strategy,10;8,17,-9,0-20000
Fallstreak,2018-10-19,1;935920,Centicerise Productions,Centicerise Productions,windows;mac;linux,0,Single-player,Abenteuer;Freizeit;Kostenlos spielen;Indie,Free to Play;Visual Novel;Indie,0;68,15,-1778,0-20000
Legions of Steel,2015-07-16,2;312440,Ztudio Nyx,Slitherine Ltd.,windows,-3,Single-player;Multi-player;Steam Achievements,Strategy,Strategy;Turn-Based;Sci-fi,21;21,14,8039,0-20000
Goodnight Butcher,2015-12-18,1;426040,Perfect Square Studios,Perfect Square Studios,windows,3,Single-player;Steam Trading Cards,Indie,Indie;Horror,0;29,18,226,20000-50000
CRAKEN,2018-12-14,1;927930,StEaMPuNk GaMeS,StEaMPuNk GaMeS,windows,0,Multi-player;Online Multi-Player;Co-op;Online Co-op,Action;Adventure;Casual;Indie,Action;Indie;Adventure,0;11,8,897,0-20000
Nightmares from the Deep: The Cursed Heart,2014-02-05,1;259740,Artifex Mundi,Artifex Mundi,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Adventure;Hidden Object;Casual,15;1099,84,61,100000-200000
Dragon Bros,2017-05-31,1;506150,Space Lizard Studio LTD,Space Lizard Studio LTD,windows;mac;linux,0,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Action;Casual;Indie,Action;Indie;Casual,11;25,2,0,0-20000
The Last Federation,2014-04-18,1;273070,"Arcen Games, LLC","Arcen Games, LLC",windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,,Strategy;Space;Simulation,79;311,102,0,50000-100000
Bitcoin Mining Tycoon,2018-07-04,2;884500,Fury Games Production,Fury Games Production,windows,5,Single-player;Steam Achievements,Adventure;Caxual;Indie;Simulation;Strategy,Strategy;Indie;Simulation,5;0,1,0,0-20000
Rogalia,2018-10-15,1;528460,TatriX;Nanalli,TatriX,windows;mac;linux,0,Multi-player;Online Multi-Player;MMO;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases,Adventure;Indie;Massively Multiplayer;RPG,Massively Multiplayer;RPG;Indie,35;247,101,0,0-20000
Cursery: The Crooked Man and the Crooked Cat Collector's Edition,2017-04-12,0;622200,Blue Tea Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Casual;Adventure;Hidden Object,0;6,0,12898,0-20000
Idle Hunter,2018-08-23,0;879470,SaFiKiK,SaFiKiK,windows;linux,0,Single-player;Steam Achievements,Casual;Indie;RPG;Simulation;Strategy,Indie;Casual;Strategy,60;27,16,0,0-20000
Throttle Powah VR,2017-05-30,1;639220,,Diego F Beltran,windows,8,Multi-player;Online Multi-Player,Action;Indie;Racing;Sports;Early Access,Early Access;Action;Racing,0;33,8,0,0-20000
Sky Tower,2016-04-25,1;395880,Animootor,Animootor,windows,0,Single-player,Casual;Indie;Simulation,Indie;Casual;Simulation,0;8,4,0,0-20000
Tsukumogami,2012-05-31,0;262300,TORaIKI,Fruitbat Factory,windows,-2,Single-player,,RPG;Indie;Adventure,49;33,17,0,50000-100000
25 Cadre of Death,2018-10-22,0;904860,indie_games_studio,indie_games_studio,windows,16,Single-player,Violent;Gore;Action;Adventure;Indie;Simulation,Violent;Gore;Adventure,0;19,10,0,0-20000
Puzzle Station 15th Anniversary Retro Release,2015-04-30,1;366990,Ninai Games;YeaBoing,YeaBoing,windows,0,Single-player,Casual;Indie,Casual;Indie;Puzzle,0;19,10,0,0-20000
Limberjack,2016-09-01,1;500660,DigitasLBi,Husqvarna,windows,0,Single-player;Steam Achievements;Steam Leaderboards,,Sports;Simulation;VR,11;16,11,-625,0-20000
Zombie Apocalypse: Escape The Undead City,2016-06-17,1;492490,Anarchy Enterprises,Anarchy Enterprises,windows,-2,Single-player;Steam Trading Cards,Action;Indie,Action;Indie;Zombies,0;22,45,0,0-20000
Cherry Tree High Comedy Club,2012-11-08,1;214610,773,Nyu Media,windows,0,Single-player;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Visual Novel;Anime;Indie,0;457,79,222,50000-100000
Castle,2015-01-07,2;339290,Snails Animation,Snails Animation,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual.,Casual;Indie;Action,32;163,83,174,50000-100000
"Haters, kill them all!",2018-02-22,1;801780,CZM,W.T.B.,windows,0,Single-player;Steam Achievements,Action;Casual;Indie;Simulation,Action;Indie;Casual,11;8,14,3944,0-20000
Run For Coins,2017-08-03,1;661420,LSTGames,LSTGames,windows,9,Single-player;Steam Achievements;Partial Controller Support,Adventure;Casual;Indie,Adventure;Indie;Casual,23;1,0,0,0-20000
The God's Chain,2016-08-14,0;504490,GM_CRASS Studios,CRASS Infotech,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Trading Cards,R_Action,Action;FPS;Third-Person Shooter,0;102,218,221,50000-100000
Disney Bolt,2015-02-24,1;340990,Avalan.Softw.,Disney Interactive,windows,0,Single-player;Partial Controller Support;Steam Cloud,Action;Adventure,Action;Adventure;Psychological Horror,0;25,9,12022,0-20000
Inferno 2,2015-07-29,1;387280,Radiangames,Radiangames,windows,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie;RPG,Action;Indie;Adventure,18;31,3,12326,0-20000
Robot Fighting,2018-02-17,1;787420,Real Finhting,Real Fighting,windows;mac,9,Single-player;Steam Achievements;Steam Cloud,Action;Indie,Indie;Action;Robots,32;4,9,-3518,0-20000
Virtual Rides 3 - Funfair Simulator,2017-03-16,1;515260,Pixelsplit Simulations,Pixelsplit Simulations,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Simulation,Simulation;Casual;Physics,10;169,60,0,20000-50000
Cross of the Dutchman,2015-09-10,1;384000,Triangle Studios,Triangle Studios,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie,Action;Adventure;Indie,31;230,79,62,20000-50000
Once upon a time,2017-09-24,2;566410,Bruno MARTIOL,Bruno MARTIOL,windows,0,Single-player;Steam Achievements;Partial Controller Support;Stats,Adventure;Casual;Indie,Adventure;Indie;Casual,3;5,10,0,0-20000
1943 Berlin Blitz,2018-10-03,1;513490,BBC Media Applications Technologies Limited,BBC Media Applications Technologies Limited,windows,0,Single-player;Partial Controller Support,Indie,Indie;VR;Historical,0;120,7,0,20000-50000
Gnome Light,2017-07-31,1;682350,Palfrey Games,PalfreyGames,windows,0,Single-player,Action;Adventure;Casual;Indie,Adventure;Indie;Casual,0;4,11,7976,0-20000
Detective Grimoire,2014-08-18,1;272600,SFB Games,SFB Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Detective;Indie,9;1123,62,0,50000-100000
LeftWay,2017-11-03,1;417400,Tongsun,Tongsun,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie,Adventure;Indie;Horror,6;14,3,0,0-20000
Phineas and Ferb: New Inventions,2015-02-24,0;318300,PIPE Sdudio,Disney Interactive,windows,0,Single-player,Adventure,Adventure;Psychological Horror;Sexual Content,0;5,7,3415,0-20000
The Kite,2018-11-19,1;968700,Anate Studio,Anate Studio,windows;mac,0,Single-player,Adventure;Free to Play;Indie,Free to Play;Indie;Adventure,0;295,49,0,100000-200000
The Seasons,2017-08-25,1;649170,Miki Squadron Project,Miki Squadron Project;幻爵工作室,windows;mac,0,Single-player;Steam Achievements;Full controller support,Adventure,Adventure;Visual Novel,13;37,7,0,0-20000
