appid,V9_name,release_date,english,developer,publisher,platforms,genres,SteTa,Ach,positive_ratings,negative_ratings,average_playtime,M.P.,owners,v_price
817510,Golfing Over It with Alva Majo,2018-03-28,1,Majorariatto,Majorariatto,windows;mac;linux,Action;Indie,Action;Indie;Difficult,12,472,218,0,0,100000-200000,3.99
527110,The Melody of Dust,2017-04-10,1,Viacom NEXT,Viacom NEXT,windows,Adventure;Indie,Adventure;Indie;VR,0,8,2,0,0,0-20000,3.99
861290,Shooter Game,2018-09-14,1,Anazz,Anazz,windows,Indie,Indie;FPS;Shooter,0,1,6,0,0,0-20000,11.39
713380,Mr. Barrel,2017-10-06,1,Fürst,Fürst,windows,Action;Adventure;Casual;Indie;Early Access,Early Access;Action;Adventure,25,8,1,0,0,0-20000,0.0
679400,Relik,2017-10-18,1,Iron 27,Iron 27,windows;mac,Free to Play;Indie;Strategy;Early Access,Early Access;Free to Play;Indie,0,128,17,0,0,20000-50000,0.0
485790,JOLT: Super Robot Racer,2016-11-15,1,Cooply Solutions,Cooply Solutions,windows,Action;Racing;Early Access,Early Access;Action;Racing,21,8,3,8,8,0-20000,4.79
688880,Cynoclept: The Game,2017-08-25,1,Cynoclept;Hazzcore,Icyjolt,windows,Violent;Gore;Action;Adventure;Early Access,Early Access;Gore;Action,8,17,14,0,0,0-20000,0.79
207020,Bang Bang Racing,2012-06-08,1,Digital Reality Software & Playbox,HandyGames,windows,Racing,Racing;Arcade;Local Multiplayer,12,317,82,0,0,50000-100000,7.99
37500,Magnetis,2009-11-05,1,Yullaby,Yullaby,windows,Indie;Casual,Indie;Casual;Puzzle,40,33,9,49,49,0-20000,1.49
389840,Deserter Simulator,2015-07-30,1,Pocket Queries,Zoo Corporation,windows;mac,Action;Indie;Racing;Simulation,Action;Indie;Simulation,30,35,29,0,0,0-20000,6.99
470780,She Remembered Caterpillars,2017-01-17,1,jumpsuit entertainment UG (haftungsbeschränkt),Ysbryd Games;WhisperGames,windows;mac,Indie,Indie;Puzzle;Hand-drawn,13,162,7,34,63,20000-50000,8.99
396730,gShift,2015-08-25,1,deadweight games,"NEXUS Studios, Inc.",windows,Adventure;Casual;Indie,Adventure;Indie;Casual,0,5,9,0,0,0-20000,0.79
462990,Tomoyo After ~It's a Wonderful Life~ English Edition,2016-07-01,1,VisualArts/Key,VisualArts,windows,Adventure;Casual;RPG;Strategy,Visual Novel;Anime;RPG,27,240,12,280,280,20000-50000,14.99
311190,Super Panda Adventures,2014-07-14,1,BlueEagle Productions,Paul Schneider,windows,Action;Adventure;Indie,Indie;Platformer;Metroidvania,0,679,24,135,135,20000-50000,3.99
1017580,The Explorer of Night,2019-03-22,1,Alexandr Bondarenko,Alexandr Bondarenko,windows,Adventure;Indie,Indie;Adventure;Platformer,17,9,2,0,0,0-20000,1.69
838440,The Great Race,2018-05-17,1,Triumph LLC,Triumph LLC,windows,Action;Adventure;Indie;Racing;Simulation,Racing;Action;Indie,35,11,0,0,0,0-20000,6.99
414340,Hellblade: Senua's Sacrifice,2017-08-07,1,Ninja Theory,Ninja Theory,windows,Action;Adventure;Indie,Atmospheric;Psychological;Story Rich,14,20227,1805,455,477,500000-1000000,24.99
215470,Primal Carnage,2012-10-29,1,Lukewarm Media,Reverb Triple XP;Circle 5,windows,Action;Indie,Dinosaurs;Multiplayer;Action,69,4447,1323,423,470,200000-500000,5.59
313480,Blitzkrieg Anthology,2014-09-16,1,Nival,Nival,windows,Strategy,Strategy;World War II;RTS,0,495,65,14,25,100000-200000,3.99
843720,Dissimilated Land,2018-08-16,1,Steel Wing,Ggame Studio,windows,Action;Adventure;RPG;Early Access,Early Access;Action;Adventure,57,92,26,0,0,0-20000,9.29
650860,Wrath of Loki VR Adventure,2017-11-16,1,The House of Fables,The House of Fables,windows,Adventure;Casual;Indie,Indie;Casual;Adventure,10,28,16,0,0,0-20000,2.09
565540,The Turkey of Christmas Past,2016-12-19,1,Dinan Studios,Dinan Studios,windows,Action;Indie,Action;Indie;Hack and Slash,0,8,3,0,0,0-20000,5.99
809200,TRIGGERED,2018-04-27,1,Dry Eel Development,Dry Eel Development,windows,Violent;Gore;Action;Indie;Early Access,Early Access;Action;Indie,24,4,4,0,0,0-20000,6.19
346670,Sky Battles,2015-03-25,1,Peter Lacalamita,Magnetic Studio,windows;mac,Action;Indie;Strategy,Action;Indie;Strategy,10,8,17,0,0,0-20000,1.69
935920,Fallstreak,2018-10-19,1,Centicerise Productions,Centicerise Productions,windows;mac;linux,Adventure;Casual;Free to Play;Indie,Free to Play;Visual Novel;Indie,0,68,15,0,0,0-20000,0.0
312440,Legions of Steel,2015-07-16,1,Studio Nyx,Slitherine Ltd.,windows,Strategy,Strategy;Turn-Based;Sci-fi,21,21,14,0,0,0-20000,14.99
426040,Goodnight Butcher,2015-12-18,1,Perfect Square Studios,Perfect Square Studios,windows,Indie,Indie;Horror,0,29,18,226,226,20000-50000,1.59
927930,CRAKEN,2018-12-14,1,StEaMPuNk GaMeS,StEaMPuNk GaMeS,windows,Action;Adventure;Casual;Indie,Action;Indie;Adventure,0,11,8,0,0,0-20000,2.09
259740,Nightmares from the Deep: The Cursed Heart,2014-02-05,1,Artifex Mundi,Artifex Mundi,windows;mac;linux,Adventure;Casual,Adventure;Hidden Object;Casual,15,1099,84,61,61,100000-200000,6.99
506150,Dragon Bros,2017-05-31,1,Space Lizard Studio LTD,Space Lizard Studio LTD,windows;mac;linux,Action;Casual;Indie,Action;Indie;Casual,11,25,2,0,0,0-20000,6.99
273070,The Last Federation,2014-04-18,1,"Arcen Games, LLC","Arcen Games, LLC",windows;mac;linux,Indie;Simulation;Strategy,Strategy;Space;Simulation,79,311,102,0,0,50000-100000,14.99
884500,Bitcoin Mining Tycoon,2018-07-04,1,Fury Games Production,Fury Games Production,windows,Adventure;Casual;Indie;Simulation;Strategy,Strategy;Indie;Simulation,5,0,1,0,0,0-20000,1.69
528460,Rogalia,2018-10-15,1,TatriX;Nanalli,TatriX,windows;mac;linux,Adventure;Indie;Massively Multiplayer;RPG,Massively Multiplayer;RPG;Indie,35,247,101,0,0,0-20000,0.0
622200,Cursery: The Crooked Man and the Crooked Cat Collector's Edition,2017-04-12,1,Blue Tea Games,Big Fish Games,windows,Adventure;Casual,Casual;Adventure;Hidden Object,0,6,0,0,0,0-20000,7.19
879470,Idle Hunter,2018-08-23,1,SaFiKiK,SaFiKiK,windows;linux,Casual;Indie;RPG;Simulation;Strategy,Indie;Casual;Strategy,60,27,16,0,0,0-20000,0.79
639220,Throttle Powah VR,2017-05-30,1,Diego F Beltran;Mauricio Tunes;Luiz Zaiats;Danilo Nishimura,Diego F Beltran,windows,Action;Indie;Racing;Sports;Early Access,Early Access;Action;Racing,0,33,8,0,0,0-20000,6.19
395880,Sky Tower,2016-04-25,1,Animootor,Animootor,windows,Casual;Indie;Simulation,Indie;Casual;Simulation,0,8,4,0,0,0-20000,3.99
262300,Tsukumogami,2012-05-31,0,TORaIKI,Fruitbat Factory,windows,Adventure;Indie;RPG,RPG;Indie;Adventure,49,33,17,0,0,50000-100000,22.99
904860,25 Cadre of Death,2018-10-22,1,indie_games_studio,indie_games_studio,windows,Violent;Gore;Action;Adventure;Indie;Simulation,Violent;Gore;Adventure,0,19,10,0,0,0-20000,4.79
366990,Puzzle Station 15th Anniversary Retro Release,2015-04-30,1,Ninai Games;YeaBoing,YeaBoing,windows,Casual;Indie,Casual;Indie;Puzzle,0,19,10,0,0,0-20000,2.79
500660,Limberjack,2016-09-01,1,DigitasLBi,Husqvarna,windows,Simulation;Sports,Sports;Simulation;VR,11,16,11,0,0,0-20000,0.0
492490,Zombie Apocalypse: Escape The Undead City,2016-06-17,1,Anarchy Enterprises,Anarchy Enterprises,windows,Action;Indie,Action;Indie;Zombies,0,22,45,0,0,0-20000,0.79
214610,Cherry Tree High Comedy Club,2012-11-08,1,773,Nyu Media,windows,Adventure;Indie,Visual Novel;Anime;Indie,0,457,79,222,222,50000-100000,5.59
339290,Castle,2015-01-07,1,Snails Animation,Snails Animation,windows,Action;Casual;Indie,Casual;Indie;Action,32,163,83,174,182,50000-100000,3.99
801780,"Haters, kill them all!",2018-02-22,1,CSM,W.T.B.,windows,Action;Casual;Indie;Simulation,Action;Indie;Casual,11,8,14,0,0,0-20000,0.79
661420,Run For Coins,2017-08-03,1,LSTGames,LSTGames,windows,Adventure;Casual;Indie,Adventure;Indie;Casual,23,1,0,0,0,0-20000,2.89
504490,The God's Chain,2016-08-14,1,CRASS Studios,CRASS Infotech,windows;mac;linux,Action,Action;FPS;Third-Person Shooter,0,102,218,221,240,50000-100000,5.59
340990,Disney Bolt,2015-02-24,1,Avalanche Software,Disney Interactive,windows,Action;Adventure,Action;Adventure;Psychological Horror,0,25,9,0,0,0-20000,15.49
387280,Inferno 2,2015-07-29,1,Radiangames,Radiangames,windows,Action;Adventure;Indie;RPG,Action;Indie;Adventure,18,31,3,0,0,0-20000,3.99
787420,Robot Fighting,2018-02-17,1,Real Fighting,Real Fighting,windows;mac,Action;Indie,Indie;Action;Robots,32,4,9,0,0,0-20000,3.99
515260,Virtual Rides 3 - Funfair Simulator,2017-03-16,1,Pixelsplit Simulations,Pixelsplit Simulations,windows;mac;linux,Casual;Simulation,Simulation;Casual;Physics,10,169,60,0,0,20000-50000,18.99
384000,Cross of the Dutchman,2015-09-10,1,Triangle Studios,Triangle Studios,windows;mac;linux,Action;Adventure;Indie,Action;Adventure;Indie,31,230,79,62,62,20000-50000,5.99
566410,Once upon a time,2017-09-24,1,Bruno MARTIOL,Bruno MARTIOL,windows,Adventure;Casual;Indie,Adventure;Indie;Casual,3,5,10,0,0,0-20000,0.0
513490,1943 Berlin Blitz,2018-10-03,1,BBC Media Applications Technologies Limited,BBC Media Applications Technologies Limited,windows,Indie,Indie;VR;Historical,0,120,7,0,0,20000-50000,0.0
682350,Gnome Light,2017-07-31,1,Palfrey Games,PalfreyGames,windows,Action;Adventure;Casual;Indie,Adventure;Indie;Casual,0,4,11,0,0,0-20000,3.99
272600,Detective Grimoire,2014-08-18,1,SFB Games,SFB Games,windows;mac;linux,Adventure;Indie,Adventure;Detective;Indie,9,1123,62,0,0,50000-100000,5.19
417400,LeftWay,2017-11-03,1,Tongsun,Tongsun,windows;mac;linux,Adventure;Indie,Adventure;Indie;Horror,6,14,3,0,0,0-20000,9.99
318300,Phineas and Ferb: New Inventions,2015-02-24,0,PIPE Studio,Disney Interactive,windows,Adventure,Adventure;Psychological Horror;Sexual Content,0,5,7,0,0,0-20000,15.49
968700,The Kite,2018-11-19,1,Anate Studio,Anate Studio,windows;mac,Adventure;Free to Play;Indie,Free to Play;Indie;Adventure,0,295,49,0,0,100000-200000,0.0
649170,The Seasons,2017-08-25,1,Miki Squadron Project,Miki Squadron Project;幻爵工作室,windows;mac,Adventure,Adventure;Visual Novel,13,37,7,0,0,0-20000,5.79
988330,One minute of death,2018-12-18,1,Krzysztof Konopka,Krzysztof Konopka,windows,Action;Indie,Action;Indie,0,3,1,0,0,0-20000,7.19
999040,K.O.M.A,2019-03-14,1,Enno Games,Enno Technologies,windows,Adventure;Indie,Adventure;Indie;VR,8,4,1,0,0,0-20000,5.79
530720,Solitaire Royale,2016-09-15,1,EnsenaSoft,EnsenaSoft,windows,Casual;Indie,Casual;Indie,0,20,11,0,0,0-20000,0.0
661230,Progress Bar Simulator,2019-04-04,1,SpielmannSpiel,SpielmannSpiel,windows;linux,Casual;Indie;Simulation,Indie;Casual;Simulation,24,15,0,0,0,0-20000,0.99
542790,RacetronicVR,2017-11-13,1,Charles Cochrane,Charles Cochrane,windows,Racing,Racing;VR,0,1,3,0,0,0-20000,0.0
772320,Yeti's Parole Officer,2018-01-18,1,Choice of Games,Choice of Games,windows;mac;linux,Adventure;Indie;RPG,Adventure;RPG;Indie,12,3,2,0,0,0-20000,2.09
525480,.hack//G.U. Last Recode,2017-11-03,1,CyberConnect2,BANDAI NAMCO Entertainment,windows,RPG,RPG;Anime;JRPG,52,1138,159,85,85,50000-100000,39.99
391280,Epic Manager - Create Your Own Adventuring Agency!,2016-12-12,1,ManaVoid Entertainment Inc.,ManaVoid Entertainment Inc.,windows;mac,Adventure;Indie;RPG;Simulation;Strategy,Strategy;RPG;Indie,0,140,57,0,0,20000-50000,13.59
501180,Acan's Call: Act 1,2016-08-11,1,Cyberith GmbH,Cyberith GmbH,windows,Action;Adventure;RPG,Adventure;RPG;Action,0,266,54,0,0,50000-100000,0.0
914620,Mist Survival,2018-08-14,1,Rati Wattanakornprasit,Rati Wattanakornprasit,windows,Action;Adventure;Indie;Simulation;Early Access,Early Access;Survival;Open World,0,2673,557,3925,7837,100000-200000,8.29
928810,Coal Man Clicker,2018-09-29,1,One Click Man,Firehawk Studios,windows,Casual;Indie,Casual;Indie,0,1,0,0,0,0-20000,0.79
974490,Space Jump Cat,2018-11-13,1,milanaozdieva,milanaozdieva,windows,Action;Casual;Indie,Action;Indie;Casual,0,2,4,0,0,0-20000,0.79
671900,Devoid of Shadows,2017-07-13,1,N-Game Studios;Sixteen Squares,ArsLogica LP,windows,Action;Indie;RPG,Action;Indie;RPG,0,90,39,0,0,0-20000,6.19
863380,Frankenstein: Beyond the Time,2018-08-01,1,The Dust S.A.,The Dust S.A.,windows,Adventure;Casual;Indie;Simulation,Simulation;Adventure;Indie,7,13,8,0,0,0-20000,10.99
203990,SATAZIUS,2011-12-16,1,ASTRO PORT,Nyu Media,windows;linux,Action;Indie,Shoot 'Em Up;Indie;Action,40,211,24,87,124,50000-100000,4.79
680860,Evil Labs,2018-06-15,1,Mirabolis Studios,Mirabolis Studios,windows,Indie;Simulation;Strategy,Simulation;Strategy;Indie,40,50,15,118,118,0-20000,7.99
739180,AchBall,2017-11-17,1,Achpile,Achpile,windows;mac;linux,Casual;Indie,Indie;Casual;Relaxing,18,21,1,0,0,0-20000,0.79
698980,sWORD MASTER,2017-12-03,1,Studio 1983,Studio 1983,windows;mac,Action;Adventure;Casual,Action;Adventure;Casual,348,5,2,0,0,0-20000,2.09
1036270,Bug Aviators in Theme Park,2019-04-01,1,よるのあとち(Yorunoatochi),よるのあとち,windows,Free to Play;Indie;Simulation,Free to Play;Indie;Simulation,0,10,6,0,0,0-20000,0.0
760880,PUKE SIMULATOR,2018-04-06,1,DRUNKEN APES,DRUNKEN APES,windows,Action;Adventure;Casual;Indie;Simulation,Casual;Indie;Simulation,46,21,13,0,0,0-20000,2.89
809530,Hypergate,2018-12-20,1,Geoff Nagy,Geoff Nagy,windows;linux,Action;Casual;Indie,Action;Indie;Casual,30,12,1,0,0,0-20000,9.29
545670,Parallyzed,2017-04-19,1,Koreez,Double Coconut;WhisperGames,windows;mac,Adventure;Casual;Indie,Casual;Adventure;Indie,29,36,2,0,0,0-20000,2.49
502720,Star Explorers,2018-05-08,1,Schmidt Workshops,Schmidt Workshops,windows,Action;Adventure;Indie;RPG;Simulation,Action;Adventure;Indie,23,25,9,0,0,0-20000,3.99
387840,Alpha Runner,2015-09-02,1,LightsoutGames,Lightsoutgames,windows,Adventure;Casual;Indie,Indie;Casual;Adventure,20,312,85,574,574,100000-200000,0.79
313620,The Terminal 2,2014-08-08,1,FrameLineNetwork Kft.,FrameLineNetwork Kft.,windows,Simulation;Strategy,Simulation;Strategy;Management,0,41,120,0,0,0-20000,3.99
587770,4x4 Road Race,2017-02-01,1,Mirador Studio,Mirador Studio,windows;mac;linux,Indie;Racing,Indie;Racing,0,7,11,0,0,0-20000,1.59
954870,Astrox Imperium,2019-03-22,1,Jace Masula,Jace Masula,windows,Action;Adventure;Indie;RPG;Simulation;Early Access,Early Access;Action;Adventure,45,87,16,0,0,0-20000,11.39
402300,Dungeon Manager ZV,2015-10-16,1,StudioGIW,Zoo Corporation,windows,Simulation;Strategy,Strategy;Simulation,27,46,22,0,0,0-20000,6.99
325110,Save the Furries,2014-10-10,1,Smack Down Productions,Microids Indie,windows,Casual,Casual;Puzzle;Memes,0,26,11,0,0,0-20000,4.99
1012730,九劫曲:诅咒之地 NineTrials Test Server,2019-03-01,1,深圳市爱玩游戏科技有限公司,深圳市爱玩游戏科技有限公司,windows,Action;Free to Play;Massively Multiplayer,Free to Play;Massively Multiplayer;Action,0,79,31,0,0,20000-50000,0.0
493450,Wild Romance,2016-10-19,1,Norn / Miel,Cherry Kiss Games,windows,Adventure,Adventure;Visual Novel;Anime,0,45,26,189,189,0-20000,6.99
912520,Tiger Fighter 1931,2018-08-15,1,TigerQiuQiu,TigerQiuQiu,windows,Action;Indie,Action;Indie;Retro,0,1,1,0,0,0-20000,2.09
524580,Fairy Fencer F Advent Dark Force | フェアリーフェンサー エフ ADVENT DARK FORCE | 妖精劍士 F ADVENT DARK FORCE,2017-02-14,1,IDEA FACTORY;COMPILE HEART,Idea Factory International,windows,Adventure;RPG,Anime;RPG;JRPG,30,1539,294,444,444,50000-100000,23.79
906600,Gunkid 99,2019-03-13,1,Yongjustyong,Yongjustyong,windows,Action;Indie,Indie;Action;Platformer,24,28,0,0,0,0-20000,4.79
619140,Station 21 - Space Station Simulator,2018-02-16,1,Robert Ferry,Robert Ferry,windows,Casual;Indie;Simulation;Strategy,Casual;Indie;Simulation,15,4,10,0,0,0-20000,0.0
750710,CRONEWORLD RPG ADVENTURE - 1,2017-12-04,1,STREETCAT STUDIO,STREETCAT STUDIO,windows,Indie;RPG,Indie;RPG;Adventure,0,1,1,0,0,0-20000,2.09
650110,Princess Maker 3: Fairy Tales Come True,2017-06-27,1,"CFK Co., Ltd.","CFK Co., Ltd.",windows,Simulation,Simulation;Anime;Classic,119,130,91,0,0,0-20000,14.99
448550,Minimal,2016-12-16,1,Gammosaur,Gammosaur,windows;mac;linux,Casual;Indie,Indie;Casual;Puzzle,23,16,1,0,0,0-20000,2.09
683890,Operation Sheep Defense,2017-08-02,1,spdr870,spdr870,windows;mac;linux,Indie;Strategy,Strategy;Indie;Tower Defense,23,15,0,0,0,0-20000,1.59
102200,Runespell: Overture,2011-07-20,1,Mystic Box,Mystic Box,windows,Adventure;Indie;RPG,Card Game;RPG;Indie,35,257,76,96,127,100000-200000,7.99
788800,Magic Tower 3D,2018-03-08,1,PlayTech Studio,PlayTech Studio,windows,Adventure;Casual;Indie;RPG;Strategy,Strategy;Adventure;RPG,0,4,11,0,0,0-20000,2.09
542240,TZOMPANTLI,2016-11-09,1,Deathly Ideas,Deathly Ideas,windows;mac,Nudity;Violent;Action;Indie;Early Access,Early Access;Action;Indie,0,12,7,0,0,0-20000,7.19
562690,Immersion,2016-11-29,1,Bullid Games,Bullid Games,windows;mac;linux,Action;Adventure;Casual;Indie,Action;Adventure;Casual,51,8,24,0,0,50000-100000,6.99
429360,Lupinball,2017-08-17,1,Craftven,Craftven,windows;mac,Action;Casual;Indie;Sports;Strategy,Action;Indie;Casual,24,53,0,0,0,0-20000,6.99
700480,Microsoft Allegiance,2017-09-29,1,Microsoft Game Studios,ZapHop Games,windows,Action;Free to Play;Simulation;Strategy,Free to Play;Strategy;Simulation,20,82,26,0,0,50000-100000,0.0
618370,Rescue Quest Gold,2017-06-05,1,Boomzap Entertainment,Boomzap Entertainment,windows;mac,Casual,Casual;Puzzle;Match 3,59,32,4,0,0,0-20000,6.99
382900,FINAL FANTASY VI,2015-12-16,1,Square Enix,Square Enix,windows,RPG,RPG;JRPG;Story Rich,28,884,259,0,0,100000-200000,10.99
923670,Super Shopper,2018-09-01,1,WaxSkink;TooManyBugs,WaxSkink,windows;mac,Action;Casual;Indie,Action;Indie;Casual,10,11,0,0,0,0-20000,2.09
263540,Villagers and Heroes,2014-04-17,1,Mad Otter Games,Mad Otter Games,windows,Free to Play;Indie;Massively Multiplayer;RPG,Free to Play;Massively Multiplayer;RPG,0,1651,1272,142,130,500000-1000000,0.0
920200,Artificial Mansion,2019-04-24,1,RhinoGearz,RhinoGearz,windows;mac;linux,Casual;Indie;Simulation,Casual;Simulation;Indie,0,3,0,0,0,0-20000,3.99
451080,Giant Cop: Justice Above All,2017-05-30,1,Other Ocean Interactive,Other Ocean Group,windows,Casual;Indie;Simulation,Indie;Casual;Simulation,24,21,5,0,0,0-20000,18.99
521980,Autumn Dream,2016-11-05,1,GDNomad,Infernal Dream,windows,Gore;Action;Adventure;Indie,Indie;Action;Adventure,0,40,56,228,242,100000-200000,3.99
9160,Master Levels for Doom II,2007-08-03,1,id Software,id Software,windows,Action,Action;FPS;Classic,0,310,69,7,12,500000-1000000,0.0
278360,A Story About My Uncle,2014-05-28,1,Gone North Games,Coffee Stain Publishing,windows;mac;linux,Adventure;Casual;Indie,Adventure;First-Person;Parkour,15,17924,1642,193,220,5000000-10000000,9.99
635730,Dragonia,2017-05-29,1,Blue Studio,Paradise Project,windows;mac,Action;RPG,Sexual Content;Nudity;Anime,46,4562,702,135,200,200000-500000,1.59
601790,Eternal Lore,2017-09-19,1,Hitbear Studio,Hitbear Studio,windows,Action;Adventure;Indie;RPG,Adventure;Action;RPG,26,26,5,0,0,0-20000,6.99
666620,BEHIND THESE EYES: A Short Horror Story,2017-08-17,1,DEEP Games,DEEP Games,windows;mac,Violent;Action;Adventure;Indie;RPG,Action;Adventure;Indie,0,10,8,0,0,0-20000,0.79
427510,Way of the Samurai 3,2016-03-23,1,ACQUIRE Corp.,Ghostlight LTD,windows,Action;Adventure,Action;Adventure;Character Customization,50,206,59,815,815,20000-50000,14.99
844420,Demon's Rise - Lords of Chaos,2018-04-24,1,Wave Light Games Inc.,Wave Light Games Inc.,windows,Violent;Gore;Action;Indie;RPG;Strategy,RPG;Strategy;Indie,0,73,11,0,0,0-20000,5.19
685950,Joy Pony,2017-08-15,1,Dio Alias Games;Evgeny Osmet,Dio Alias Games,windows;mac,Casual;Indie;Simulation,Simulation;Indie;Casual,134,106,61,1,1,0-20000,0.79
326720,Instant Dungeon!,2014-11-25,1,With The Love Studios,Flying Interactive,windows,Action;Indie,Indie;Action;Arcade,51,139,23,0,0,0-20000,1.59
203160,Tomb Raider,2013-03-04,1,Crystal Dynamics;Eidos-Montréal;Feral Interactive (Mac);Feral Interactive (Linux),Square Enix;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,Action;Adventure,Adventure;Action;Female Protagonist,50,93509,4103,527,475,5000000-10000000,14.99
733060,The 37th Week,2017-12-08,1,Michael Acosta;Ricard Gras,Michael Acosta,windows,Nudity;Casual;Indie,Nudity;Indie;Casual,0,1,5,0,0,0-20000,1.69
816330,The Council of Hanwell,2018-03-14,1,Steel Arts,Steel Arts,windows,Action;Adventure;Indie,Adventure;Action;Indie,10,27,21,0,0,0-20000,5.79
241720,Guncraft,2013-08-09,1,Exato Games Studio,Reverb Triple XP,windows,Action;Indie,Action;Indie;FPS,81,607,636,103,178,100000-200000,10.99
757330,qop 2,2017-12-12,1,Quiet River,Quiet River,windows,Casual;Indie,Indie;Casual;Puzzle,482,121,6,0,0,0-20000,0.79
831530,SRC: Sprint Robot Championship,2019-02-01,1,RageQuit Studios,RageQuit Studios,windows,Indie;Racing;Sports;Early Access,Early Access;Racing;Indie,0,8,0,0,0,0-20000,11.39
286540,Nearwood - Collector's Edition,2014-04-16,1,MagicIndie,Viva Media,windows,Adventure,Adventure;Hidden Object;Puzzle,0,214,21,75,75,20000-50000,6.99
277520,Albedo: Eyes from Outer Space,2015-04-10,1,Z4G0 and Ivan Venturi Productions,Merge Games,windows;mac,Action;Adventure;Indie,Adventure;Action;Indie,30,131,107,0,0,50000-100000,10.99
1057460,Moon Pool,2019-04-18,1,Dedbat Studios,Dedbat Studios,windows,Casual;Indie,Indie;Casual,10,1,0,0,0,0-20000,1.69
540500,Starfighter Arduxim,2016-10-19,1,Fulby Technologies,Fulby Technologies,windows,Action;Indie;Simulation,Action;Indie;Simulation,0,10,3,0,0,0-20000,2.89
449240,Stormworm+,2016-05-20,1,Afrobeast Games,Afrobeast PTY. LTD.,windows,Indie,Indie;Arcade;Score Attack,36,18,0,0,0,0-20000,3.99
648120,Pixel Painter,2017-06-19,1,Dio Alias Games,Dio Alias Games,windows,Casual;Indie,Casual;Indie,0,353,95,240,243,100000-200000,0.79
